NTA2020,n_tracts,n_incidents,gini_tracts,crime_type
QN1301,6,102,0.4803921568627451,Felony assault
QN1302,6,192,0.2552083333333333,Felony assault
QN1303,20,511,0.38679060665362036,Felony assault
QN1304,13,132,0.3578088578088578,Felony assault
QN1305,11,230,0.35968379446640314,Felony assault
QN1306,7,362,0.5177584846093133,Felony assault
QN1307,8,256,0.16796875,Felony assault
QN1401,11,961,0.2921199508088166,Felony assault
QN1402,9,646,0.1568627450980392,Felony assault
QN1403,7,117,0.5763125763125763,Felony assault
SI0101,6,511,0.17318982387475537,Felony assault
SI0102,5,465,0.4447311827956989,Felony assault
SI0103,7,267,0.39807383627608345,Felony assault
SI0104,12,345,0.44371980676328504,Felony assault
SI0105,8,111,0.20157657657657657,Felony assault
SI0106,6,383,0.25718015665796345,Felony assault
SI0107,8,367,0.17813351498637603,Felony assault
SI0201,9,277,0.41716807059767347,Felony assault
SI0202,6,172,0.2558139534883721,Felony assault
SI0203,9,108,0.3004115226337449,Felony assault
SI0204,9,191,0.2815590459569517,Felony assault
SI0301,5,101,0.3920792079207921,Felony assault
SI0302,11,124,0.3196480938416422,Felony assault
SI0303,7,78,0.20146520146520147,Felony assault
SI0304,7,135,0.26666666666666666,Felony assault
SI0305,4,87,0.1235632183908046,Felony assault
BK0101,15,275,0.3267878787878788,Burglary
BK0102,13,647,0.27939602900963023,Burglary
BK0103,10,211,0.26587677725118486,Burglary
BK0104,16,690,0.2554347826086957,Burglary
BK0201,6,180,0.2462962962962963,Burglary
BK0202,11,620,0.42346041055718475,Burglary
BK0203,11,232,0.39733542319749215,Burglary
BK0204,7,212,0.27628032345013476,Burglary
BK0301,21,743,0.26571813112862913,Burglary
BK0302,23,665,0.20241909120627657,Burglary
BK0401,13,474,0.1765660499837715,Burglary
BK0402,16,419,0.16810859188544153,Burglary
BK0501,14,236,0.14527845036319612,Burglary
BK0502,13,335,0.330195177956372,Burglary
BK0503,14,359,0.2290091524074811,Burglary
BK0504,4,87,0.5373563218390804,Burglary
BK0505,12,252,0.29298941798941797,Burglary
BK0601,21,526,0.30526887561108096,Burglary
BK0602,16,420,0.4669642857142857,Burglary
BK0701,8,90,0.2361111111111111,Burglary
BK0702,18,332,0.3135876840696118,Burglary
BK0703,14,235,0.2993920972644377,Burglary
BK0801,6,137,0.18856447688564476,Burglary
BK0802,22,558,0.28185076572173345,Burglary
BK0901,13,152,0.2165991902834008,Burglary
BK0902,14,209,0.20334928229665072,Burglary
BK1001,28,224,0.3596938775510204,Burglary
BK1002,17,137,0.2988407041648776,Burglary
BK1101,28,339,0.27886641382216604,Burglary
BK1102,11,109,0.2902418682235196,Burglary
BK1103,16,237,0.2824367088607595,Burglary
BK1201,10,97,0.34329896907216495,Burglary
BK1202,21,180,0.2634920634920635,Burglary
BK1203,10,135,0.2614814814814815,Burglary
BK1204,16,140,0.2625,Burglary
BK1301,7,113,0.1845764854614412,Burglary
BK1302,12,244,0.40095628415300544,Burglary
BK1303,8,172,0.3430232558139535,Burglary
BK1401,18,219,0.22856418061897513,Burglary
BK1402,11,142,0.2855313700384123,Burglary
BK1403,16,176,0.23082386363636365,Burglary
BK1501,18,210,0.28359788359788357,Burglary
BK1502,15,214,0.3165109034267913,Burglary
BK1503,20,331,0.41465256797583083,Burglary
BK1601,10,260,0.2076923076923077,Burglary
BK1602,14,433,0.2393599472121412,Burglary
BK1701,11,306,0.2578728461081402,Burglary
BK1702,14,143,0.34115884115884115,Burglary
BK1703,16,143,0.28365384615384615,Burglary
BK1704,9,203,0.21565407772304324,Burglary
BK1801,27,211,0.31139196068106023,Burglary
BK1802,19,146,0.36553713049747655,Burglary
BK1803,34,217,0.3473841149362971,Burglary
BX0101,15,812,0.2883415435139573,Burglary
BX0102,8,646,0.2871517027863777,Burglary
BX0201,6,412,0.24110032362459546,Burglary
BX0202,9,345,0.2975845410628019,Burglary
BX0301,7,467,0.08810033649434078,Burglary
BX0302,6,184,0.35688405797101447,Burglary
BX0303,7,336,0.2653061224489796,Burglary
BX0401,14,787,0.5580867671083681,Burglary
BX0402,5,216,0.2074074074074074,Burglary
BX0403,12,442,0.361236802413273,Burglary
BX0501,13,303,0.27722772277227725,Burglary
BX0502,10,369,0.1943089430894309,Burglary
BX0503,7,200,0.21571428571428572,Burglary
BX0601,5,177,0.3502824858757062,Burglary
BX0602,9,316,0.2109704641350211,Burglary
BX0603,7,554,0.2521918514698298,Burglary
BX0701,9,287,0.31281455671699576,Burglary
BX0702,11,301,0.266384778012685,Burglary
BX0703,8,207,0.2433574879227053,Burglary
BX0801,6,125,0.292,Burglary
BX0802,5,201,0.2965174129353234,Burglary
BX0803,14,205,0.3613240418118467,Burglary
BX0901,15,585,0.21492877492877493,Burglary
BX0902,8,259,0.3296332046332046,Burglary
BX0903,9,254,0.36395450568678916,Burglary
BX0904,5,133,0.33383458646616543,Burglary
BX1001,5,167,0.38083832335329343,Burglary
BX1002,14,187,0.39228418640183343,Burglary
BX1003,6,111,0.34384384384384387,Burglary
BX1004,7,76,0.6052631578947368,Burglary
BX1101,9,175,0.24888888888888888,Burglary
BX1102,10,153,0.26601307189542484,Burglary
BX1103,10,133,0.32857142857142857,Burglary
BX1104,9,231,0.2751322751322751,Burglary
BX1201,20,434,0.35184331797235024,Burglary
BX1202,12,309,0.23058252427184467,Burglary
BX1203,16,300,0.3279166666666667,Burglary
MN0101,7,249,0.306368330464716,Burglary
MN0102,5,307,0.4052117263843648,Burglary
MN0201,6,664,0.20883534136546184,Burglary
MN0202,7,563,0.3242831768586653,Burglary
MN0203,7,755,0.32885525070955535,Burglary
MN0301,7,263,0.3639326453014666,Burglary
MN0302,10,522,0.4517241379310345,Burglary
MN0303,14,848,0.38443396226415094,Burglary
MN0401,13,666,0.2681912681912682,Burglary
MN0402,10,491,0.2983706720977597,Burglary
MN0501,8,1492,0.3671246648793566,Burglary
MN0502,14,930,0.3953917050691244,Burglary
MN0601,2,35,0.24285714285714285,Burglary
MN0602,4,253,0.24802371541501977,Burglary
MN0603,9,433,0.3525789068514242,Burglary
MN0604,10,311,0.3051446945337621,Burglary
MN0701,11,309,0.4236540158870256,Burglary
MN0702,12,578,0.1395617070357555,Burglary
MN0703,6,343,0.15014577259475217,Burglary
MN0801,14,342,0.5459482038429407,Burglary
MN0802,14,427,0.32703245232519235,Burglary
MN0803,14,297,0.4134199134199134,Burglary
MN0901,8,201,0.3215174129353234,Burglary
MN0902,5,159,0.3119496855345912,Burglary
MN0903,7,252,0.1417233560090703,Burglary
MN1001,10,435,0.2852873563218391,Burglary
MN1002,15,652,0.2541922290388548,Burglary
MN1101,11,480,0.2412878787878788,Burglary
MN1102,12,676,0.16592702169625245,Burglary
MN1201,11,420,0.3346320346320346,Burglary
MN1202,12,369,0.3471093044263776,Burglary
MN1203,6,193,0.20639032815198619,Burglary
QN0101,17,169,0.37382526975287156,Burglary
QN0102,6,75,0.23777777777777778,Burglary
QN0103,11,203,0.1961486789072996,Burglary
QN0104,14,154,0.3395176252319109,Burglary
QN0105,12,265,0.2959119496855346,Burglary
QN0201,9,305,0.41894353369763204,Burglary
QN0202,18,268,0.337893864013267,Burglary
QN0203,14,284,0.30533199195171024,Burglary
QN0301,20,376,0.2978723404255319,Burglary
QN0302,10,138,0.21014492753623187,Burglary
QN0303,10,126,0.19206349206349208,Burglary
QN0401,23,569,0.34752044013142813,Burglary
QN0402,17,196,0.2118847539015606,Burglary
QN0501,20,236,0.2055084745762712,Burglary
QN0502,19,354,0.3024085637823372,Burglary
QN0503,13,119,0.3891402714932127,Burglary
QN0504,14,135,0.3433862433862434,Burglary
QN0601,8,178,0.18398876404494383,Burglary
QN0602,24,343,0.2695578231292517,Burglary
QN0701,7,254,0.27109111361079863,Burglary
QN0702,7,204,0.24649859943977592,Burglary
QN0703,5,123,0.367479674796748,Burglary
QN0704,15,512,0.21510416666666668,Burglary
QN0705,14,214,0.21428571428571427,Burglary
QN0706,5,195,0.10256410256410256,Burglary
QN0707,14,553,0.3597261689485921,Burglary
QN0801,8,127,0.406496062992126,Burglary
QN0802,8,206,0.27548543689320387,Burglary
QN0803,6,274,0.20559610705596107,Burglary
QN0804,8,187,0.3054812834224599,Burglary
QN0805,10,129,0.3,Burglary
QN0901,9,79,0.27566807313642755,Burglary
QN0902,13,121,0.3178639542275906,Burglary
QN0903,9,59,0.3615819209039548,Burglary
QN0904,10,85,0.32588235294117646,Burglary
QN0905,13,141,0.3033278777959629,Burglary
QN1001,25,337,0.273946587537092,Burglary
QN1002,7,103,0.3356449375866852,Burglary
QN1003,4,102,0.20588235294117646,Burglary
QN1101,13,405,0.25982905982905985,Burglary
QN1102,13,414,0.1939799331103679,Burglary
QN1103,6,226,0.22713864306784662,Burglary
QN1104,5,245,0.24816326530612245,Burglary
QN1201,15,535,0.4234267912772586,Burglary
QN1202,14,215,0.3272425249169435,Burglary
QN1203,20,134,0.31492537313432833,Burglary
QN1204,6,76,0.44298245614035087,Burglary
QN1205,23,161,0.45206589251957874,Burglary
QN1206,10,127,0.36141732283464567,Burglary
QN1301,6,116,0.40804597701149425,Burglary
QN1302,6,156,0.3311965811965812,Burglary
QN1303,20,233,0.3796137339055794,Burglary
QN1304,13,41,0.43151969981238275,Burglary
QN1305,11,81,0.31200897867564537,Burglary
QN1306,7,88,0.4577922077922078,Burglary
QN1307,8,91,0.2651098901098901,Burglary
QN1401,11,245,0.24192949907235622,Burglary
QN1402,9,165,0.21414141414141413,Burglary
QN1403,7,99,0.5425685425685426,Burglary
SI0101,6,96,0.1388888888888889,Burglary
SI0102,5,124,0.36451612903225805,Burglary
SI0103,7,79,0.28933092224231466,Burglary
SI0104,12,103,0.3470873786407767,Burglary
SI0105,8,75,0.265,Burglary
SI0106,6,87,0.2049808429118774,Burglary
SI0107,8,93,0.20295698924731181,Burglary
SI0201,9,124,0.23476702508960573,Burglary
SI0202,6,101,0.3448844884488449,Burglary
SI0203,9,101,0.3146314631463146,Burglary
SI0204,9,123,0.3143631436314363,Burglary
SI0301,5,39,0.28717948717948716,Burglary
SI0302,11,58,0.2884012539184953,Burglary
SI0303,7,30,0.2571428571428571,Burglary
SI0304,7,83,0.17900172117039587,Burglary
SI0305,4,68,0.38235294117647056,Burglary
BK0101,15,939,0.3673411430599929,Grand larceny
BK0102,13,2123,0.2956628863364615,Grand larceny
BK0103,10,499,0.2979959919839679,Grand larceny
BK0104,16,1786,0.37891937290033595,Grand larceny
BK0201,6,567,0.30011757789535565,Grand larceny
BK0202,11,2270,0.41105326391670005,Grand larceny
BK0203,11,859,0.4828024129537517,Grand larceny
BK0204,7,466,0.12446351931330472,Grand larceny
BK0301,21,1388,0.2688349114862083,Grand larceny
BK0302,23,1688,0.2216670100968473,Grand larceny
BK0401,13,1571,0.24482201439553444,Grand larceny
BK0402,16,1067,0.25779053420806,Grand larceny
BK0501,14,562,0.215556685307575,Grand larceny
BK0502,13,847,0.24775224775224775,Grand larceny
BK0503,14,1150,0.2536645962732919,Grand larceny
BK0504,4,873,0.5919243986254296,Grand larceny
BK0505,12,747,0.3033244087460955,Grand larceny
BK0601,21,1078,0.2699885148864741,Grand larceny
BK0602,16,1306,0.41223200612557426,Grand larceny
BK0701,8,224,0.1875,Grand larceny
BK0702,18,910,0.3231990231990232,Grand larceny
BK0703,14,1084,0.345545598313126,Grand larceny
BK0801,6,359,0.2381615598885794,Grand larceny
BK0802,22,1385,0.1949130292090581,Grand larceny
BK0901,13,608,0.19331983805668015,Grand larceny
BK0902,14,641,0.22297749052819255,Grand larceny
BK1001,28,1015,0.35809289232934555,Grand larceny
BK1002,17,572,0.3329905388728918,Grand larceny
BK1101,28,1154,0.2518568952711067,Grand larceny
BK1102,11,380,0.23349282296650717,Grand larceny
BK1103,16,903,0.3136074197120709,Grand larceny
BK1201,10,571,0.34273204903677756,Grand larceny
BK1202,21,661,0.1615157409408544,Grand larceny
BK1203,10,389,0.21722365038560412,Grand larceny
BK1204,16,404,0.255259900990099,Grand larceny
BK1301,7,417,0.15690304898937993,Grand larceny
BK1302,12,942,0.4672682236376504,Grand larceny
BK1303,8,459,0.18600217864923746,Grand larceny
BK1401,18,899,0.27271041898405635,Grand larceny
BK1402,11,414,0.17391304347826086,Grand larceny
BK1403,16,551,0.2637250453720508,Grand larceny
BK1501,18,706,0.3101983002832861,Grand larceny
BK1502,15,594,0.3333333333333333,Grand larceny
BK1503,20,1077,0.31323119777158775,Grand larceny
BK1601,10,646,0.21981424148606812,Grand larceny
BK1602,14,908,0.2616425424795469,Grand larceny
BK1701,11,881,0.23960375606232587,Grand larceny
BK1702,14,484,0.1936245572609209,Grand larceny
BK1703,16,632,0.2565268987341772,Grand larceny
BK1704,9,570,0.2631578947368421,Grand larceny
BK1801,27,1067,0.34010205144225764,Grand larceny
BK1802,19,1205,0.6200480454247652,Grand larceny
BK1803,34,962,0.2933227344992051,Grand larceny
BX0101,15,1806,0.33392395717977114,Grand larceny
BX0102,8,1471,0.42054724677090416,Grand larceny
BX0201,6,608,0.32510964912280704,Grand larceny
BX0202,9,1064,0.3005430242272348,Grand larceny
BX0301,7,771,0.19269964795256625,Grand larceny
BX0302,6,469,0.21997157071783938,Grand larceny
BX0303,7,797,0.28069546513712135,Grand larceny
BX0401,14,1712,0.4533544726301736,Grand larceny
BX0402,5,464,0.23275862068965517,Grand larceny
BX0403,12,1046,0.20427023581899298,Grand larceny
BX0501,13,885,0.23641894828335505,Grand larceny
BX0502,10,924,0.21363636363636362,Grand larceny
BX0503,7,830,0.3215146299483649,Grand larceny
BX0601,5,440,0.16818181818181818,Grand larceny
BX0602,9,787,0.3583227445997459,Grand larceny
BX0603,7,969,0.2276278932625682,Grand larceny
BX0701,9,1066,0.2968521992912237,Grand larceny
BX0702,11,792,0.3507805325987144,Grand larceny
BX0703,8,886,0.25648984198645597,Grand larceny
BX0801,6,636,0.17348008385744235,Grand larceny
BX0802,5,896,0.20669642857142856,Grand larceny
BX0803,14,1103,0.3004144540862583,Grand larceny
BX0901,15,1607,0.1822028624766646,Grand larceny
BX0902,8,811,0.3786991368680641,Grand larceny
BX0903,9,1085,0.3332309267793139,Grand larceny
BX0904,5,562,0.04697508896797153,Grand larceny
BX1001,5,432,0.30185185185185187,Grand larceny
BX1002,14,865,0.3,Grand larceny
BX1003,6,497,0.2391012743125419,Grand larceny
BX1004,7,759,0.6169772256728778,Grand larceny
BX1101,9,722,0.19575253924284394,Grand larceny
BX1102,10,639,0.2768388106416275,Grand larceny
BX1103,10,630,0.2714285714285714,Grand larceny
BX1104,9,675,0.1231275720164609,Grand larceny
BX1201,20,1113,0.23346810422282122,Grand larceny
BX1202,12,1123,0.24614128821608786,Grand larceny
BX1203,16,1033,0.26651742497579867,Grand larceny
MN0101,7,2115,0.2099290780141844,Grand larceny
MN0102,5,1281,0.27853239656518347,Grand larceny
MN0201,6,3042,0.3346482577251808,Grand larceny
MN0202,7,2870,0.3042309606769537,Grand larceny
MN0203,7,2697,0.26558610095873725,Grand larceny
MN0301,7,1223,0.3709846980492933,Grand larceny
MN0302,10,2255,0.4917516629711752,Grand larceny
MN0303,14,3040,0.34544172932330824,Grand larceny
MN0401,13,3326,0.2686063185161201,Grand larceny
MN0402,10,2346,0.2887468030690537,Grand larceny
MN0501,8,5526,0.3528773072747014,Grand larceny
MN0502,14,9411,0.26881157308317016,Grand larceny
MN0601,2,201,0.2860696517412935,Grand larceny
MN0602,4,908,0.1844713656387665,Grand larceny
MN0603,9,1891,0.3230507080321993,Grand larceny
MN0604,10,1740,0.1996551724137931,Grand larceny
MN0701,11,2146,0.3540625264763196,Grand larceny
MN0702,12,2112,0.13257575757575757,Grand larceny
MN0703,6,937,0.10618996798292422,Grand larceny
MN0801,14,2235,0.49910514541387024,Grand larceny
MN0802,14,2676,0.17077727952167415,Grand larceny
MN0803,14,1695,0.34205646860514116,Grand larceny
MN0901,8,973,0.27530832476875644,Grand larceny
MN0902,5,658,0.23404255319148937,Grand larceny
MN0903,7,1116,0.12365591397849462,Grand larceny
MN1001,10,1654,0.3130592503022975,Grand larceny
MN1002,15,1597,0.17090377791692757,Grand larceny
MN1101,11,1408,0.2662706611570248,Grand larceny
MN1102,12,2052,0.21141975308641975,Grand larceny
MN1201,11,1337,0.2921057999592031,Grand larceny
MN1202,12,1516,0.3619173262972735,Grand larceny
MN1203,6,682,0.21114369501466276,Grand larceny
QN0101,17,710,0.3232808616404308,Grand larceny
QN0102,6,198,0.12289562289562289,Grand larceny
QN0103,11,794,0.16670483169223724,Grand larceny
QN0104,14,768,0.3502604166666667,Grand larceny
QN0105,12,819,0.27665852665852664,Grand larceny
QN0201,9,963,0.33114110995730933,Grand larceny
QN0202,18,989,0.27642961465003935,Grand larceny
QN0203,14,831,0.2785800240673887,Grand larceny
QN0301,20,1968,0.3565040650406504,Grand larceny
QN0302,10,481,0.24594594594594596,Grand larceny
QN0303,10,482,0.23195020746887968,Grand larceny
QN0401,23,3051,0.507403132258846,Grand larceny
QN0402,17,994,0.2844123564918925,Grand larceny
QN0501,20,775,0.3161935483870968,Grand larceny
QN0502,19,1028,0.30585705508908456,Grand larceny
QN0503,13,527,0.4063640344475259,Grand larceny
QN0504,14,393,0.2717193747728099,Grand larceny
QN0601,8,561,0.33578431372549017,Grand larceny
QN0602,24,1123,0.37255120213713266,Grand larceny
QN0701,7,579,0.35726622255119667,Grand larceny
QN0702,7,338,0.16229923922231615,Grand larceny
QN0703,5,231,0.3238095238095238,Grand larceny
QN0704,15,629,0.281293057763646,Grand larceny
QN0705,14,338,0.22147083685545224,Grand larceny
QN0706,5,335,0.09432835820895523,Grand larceny
QN0707,14,2510,0.5699487763232783,Grand larceny
QN0801,8,457,0.2524617067833698,Grand larceny
QN0802,8,449,0.22912026726057907,Grand larceny
QN0803,6,451,0.3122690317812269,Grand larceny
QN0804,8,364,0.32142857142857145,Grand larceny
QN0805,10,538,0.3282527881040892,Grand larceny
QN0901,9,212,0.3522012578616352,Grand larceny
QN0902,13,379,0.2861782017454841,Grand larceny
QN0903,9,188,0.20921985815602837,Grand larceny
QN0904,10,253,0.22015810276679842,Grand larceny
QN0905,13,318,0.20367682631833575,Grand larceny
QN1001,25,1407,0.354001421464108,Grand larceny
QN1002,7,458,0.23206487835308795,Grand larceny
QN1003,4,483,0.2375776397515528,Grand larceny
QN1101,13,643,0.2016987677951908,Grand larceny
QN1102,13,807,0.1936898293775617,Grand larceny
QN1103,6,407,0.128992628992629,Grand larceny
QN1104,5,361,0.11412742382271468,Grand larceny
QN1201,15,1711,0.32932008571985194,Grand larceny
QN1202,14,519,0.20960638590696395,Grand larceny
QN1203,20,579,0.3978411053540587,Grand larceny
QN1204,6,285,0.30116959064327486,Grand larceny
QN1205,23,477,0.32212195788898,Grand larceny
QN1206,10,290,0.26,Grand larceny
QN1301,6,250,0.216,Grand larceny
QN1302,6,343,0.20068027210884354,Grand larceny
QN1303,20,727,0.2997936726272352,Grand larceny
QN1304,13,179,0.20025784271594327,Grand larceny
QN1305,11,328,0.28713968957871394,Grand larceny
QN1306,7,436,0.5334207077326344,Grand larceny
QN1307,8,325,0.215,Grand larceny
QN1401,11,606,0.23882388238823882,Grand larceny
QN1402,9,452,0.3387413962635202,Grand larceny
QN1403,7,256,0.24107142857142858,Grand larceny
SI0101,6,290,0.2908045977011494,Grand larceny
SI0102,5,255,0.30745098039215685,Grand larceny
SI0103,7,237,0.23990355635925256,Grand larceny
SI0104,12,373,0.3147899910634495,Grand larceny
SI0105,8,343,0.21829446064139943,Grand larceny
SI0106,6,336,0.19543650793650794,Grand larceny
SI0107,8,352,0.22443181818181818,Grand larceny
SI0201,9,461,0.1643769583032056,Grand larceny
SI0202,6,433,0.306774441878368,Grand larceny
SI0203,9,288,0.15817901234567902,Grand larceny
SI0204,9,709,0.44381758345086975,Grand larceny
SI0301,5,244,0.27377049180327867,Grand larceny
SI0302,11,495,0.14398530762167125,Grand larceny
SI0303,7,270,0.13756613756613756,Grand larceny
SI0304,7,331,0.16573154941735002,Grand larceny
SI0305,4,332,0.3072289156626506,Grand larceny
BK0101,15,6,0.7777777777777778,Shootings
BK0102,13,10,0.6923076923076923,Shootings
BK0103,10,7,0.7571428571428571,Shootings
BK0104,16,28,0.5357142857142857,Shootings
BK0201,6,1,0.8333333333333334,Shootings
BK0202,11,18,0.6767676767676768,Shootings
BK0203,11,29,0.6018808777429467,Shootings
BK0204,7,6,0.38095238095238093,Shootings
BK0301,21,62,0.4715821812596006,Shootings
BK0302,23,102,0.3273657289002558,Shootings
BK0401,13,15,0.49230769230769234,Shootings
BK0402,16,28,0.41964285714285715,Shootings
BK0501,14,37,0.4420849420849421,Shootings
BK0502,13,59,0.4172099087353325,Shootings
BK0503,14,72,0.375,Shootings
BK0504,4,9,0.3055555555555556,Shootings
BK0505,12,48,0.4791666666666667,Shootings
BK0601,21,30,0.746031746031746,Shootings
BK0602,16,10,0.5875,Shootings
BK0701,8,0,NA,Shootings
BK0702,18,11,0.7323232323232324,Shootings
BK0703,14,7,0.6224489795918368,Shootings
BK0801,6,11,0.7121212121212122,Shootings
BK0802,22,103,0.4240953221535746,Shootings
BK0901,13,32,0.5432692307692307,Shootings
BK0902,14,19,0.5601503759398496,Shootings
BK1001,28,6,0.8452380952380952,Shootings
BK1002,17,0,NA,Shootings
BK1101,28,4,0.9107142857142857,Shootings
BK1102,11,1,0.9090909090909091,Shootings
BK1103,16,5,0.7875,Shootings
BK1201,10,5,0.5,Shootings
BK1202,21,2,0.9047619047619048,Shootings
BK1203,10,1,0.9,Shootings
BK1204,16,0,NA,Shootings
BK1301,7,8,0.7142857142857143,Shootings
BK1302,12,30,0.5611111111111111,Shootings
BK1303,8,3,0.7916666666666666,Shootings
BK1401,18,38,0.41812865497076024,Shootings
BK1402,11,6,0.45454545454545453,Shootings
BK1403,16,5,0.6875,Shootings
BK1501,18,3,0.8333333333333334,Shootings
BK1502,15,2,0.8666666666666667,Shootings
BK1503,20,23,0.8586956521739131,Shootings
BK1601,10,50,0.344,Shootings
BK1602,14,135,0.1962962962962963,Shootings
BK1701,11,29,0.40752351097178685,Shootings
BK1702,14,25,0.43142857142857144,Shootings
BK1703,16,36,0.4131944444444444,Shootings
BK1704,9,51,0.47058823529411764,Shootings
BK1801,27,22,0.632996632996633,Shootings
BK1802,19,6,0.8245614035087719,Shootings
BK1803,34,57,0.5815273477812177,Shootings
BX0101,15,90,0.40444444444444444,Shootings
BX0102,8,75,0.195,Shootings
BX0201,6,28,0.4642857142857143,Shootings
BX0202,9,46,0.28019323671497587,Shootings
BX0301,7,48,0.27380952380952384,Shootings
BX0302,6,44,0.19696969696969696,Shootings
BX0303,7,39,0.29304029304029305,Shootings
BX0401,14,75,0.46190476190476193,Shootings
BX0402,5,31,0.18064516129032257,Shootings
BX0403,12,62,0.29301075268817206,Shootings
BX0501,13,47,0.3436988543371522,Shootings
BX0502,10,74,0.23513513513513515,Shootings
BX0503,7,49,0.2857142857142857,Shootings
BX0601,5,34,0.4235294117647059,Shootings
BX0602,9,53,0.27672955974842767,Shootings
BX0603,7,37,0.3552123552123552,Shootings
BX0701,9,40,0.35,Shootings
BX0702,11,19,0.6028708133971292,Shootings
BX0703,8,26,0.3269230769230769,Shootings
BX0801,6,7,0.5,Shootings
BX0802,5,13,0.5230769230769231,Shootings
BX0803,14,2,0.8571428571428571,Shootings
BX0901,15,64,0.35208333333333336,Shootings
BX0902,8,28,0.4642857142857143,Shootings
BX0903,9,27,0.2962962962962963,Shootings
BX0904,5,5,0.56,Shootings
BX1001,5,12,0.4,Shootings
BX1002,14,12,0.8452380952380952,Shootings
BX1003,6,2,0.6666666666666666,Shootings
BX1004,7,8,0.6071428571428571,Shootings
BX1101,9,8,0.5833333333333334,Shootings
BX1102,10,10,0.78,Shootings
BX1103,10,19,0.7526315789473684,Shootings
BX1104,9,25,0.43555555555555553,Shootings
BX1201,20,55,0.5881818181818181,Shootings
BX1202,12,48,0.3993055555555556,Shootings
BX1203,16,31,0.6270161290322581,Shootings
MN0101,7,0,NA,Shootings
MN0102,5,2,0.6,Shootings
MN0201,6,6,0.2777777777777778,Shootings
MN0202,7,4,0.42857142857142855,Shootings
MN0203,7,2,0.7142857142857143,Shootings
MN0301,7,19,0.22556390977443608,Shootings
MN0302,10,24,0.4166666666666667,Shootings
MN0303,14,18,0.6507936507936508,Shootings
MN0401,13,12,0.5769230769230769,Shootings
MN0402,10,21,0.3761904761904762,Shootings
MN0501,8,6,0.4583333333333333,Shootings
MN0502,14,12,0.7261904761904762,Shootings
MN0601,2,0,NA,Shootings
MN0602,4,0,NA,Shootings
MN0603,9,3,0.8148148148148148,Shootings
MN0604,10,2,0.9,Shootings
MN0701,11,10,0.6909090909090909,Shootings
MN0702,12,5,0.7166666666666667,Shootings
MN0703,6,10,0.6,Shootings
MN0801,14,3,0.7857142857142857,Shootings
MN0802,14,2,0.8571428571428571,Shootings
MN0803,14,4,0.8214285714285714,Shootings
MN0901,8,10,0.675,Shootings
MN0902,5,23,0.33043478260869563,Shootings
MN0903,7,22,0.36363636363636365,Shootings
MN1001,10,55,0.40545454545454546,Shootings
MN1002,15,98,0.28435374149659864,Shootings
MN1101,11,48,0.4090909090909091,Shootings
MN1102,12,89,0.29119850187265917,Shootings
MN1201,11,29,0.3824451410658307,Shootings
MN1202,12,29,0.46264367816091956,Shootings
MN1203,6,36,0.4722222222222222,Shootings
QN0101,17,11,0.5454545454545454,Shootings
QN0102,6,13,0.8076923076923077,Shootings
QN0103,11,1,0.9090909090909091,Shootings
QN0104,14,20,0.5714285714285714,Shootings
QN0105,12,15,0.7611111111111111,Shootings
QN0201,9,7,0.6666666666666666,Shootings
QN0202,18,6,0.7592592592592593,Shootings
QN0203,14,4,0.8928571428571429,Shootings
QN0301,20,10,0.66,Shootings
QN0302,10,6,0.6666666666666666,Shootings
QN0303,10,3,0.8333333333333334,Shootings
QN0401,23,15,0.7420289855072464,Shootings
QN0402,17,13,0.5248868778280543,Shootings
QN0501,20,5,0.83,Shootings
QN0502,19,10,0.7157894736842105,Shootings
QN0503,13,5,0.7384615384615385,Shootings
QN0504,14,1,0.9285714285714286,Shootings
QN0601,8,0,NA,Shootings
QN0602,24,4,0.8333333333333334,Shootings
QN0701,7,8,0.6071428571428571,Shootings
QN0702,7,2,0.7142857142857143,Shootings
QN0703,5,1,0.8,Shootings
QN0704,15,2,0.8666666666666667,Shootings
QN0705,14,1,0.9285714285714286,Shootings
QN0706,5,1,0.8,Shootings
QN0707,14,15,0.5571428571428572,Shootings
QN0801,8,5,0.675,Shootings
QN0802,8,8,0.84375,Shootings
QN0803,6,2,0.8333333333333334,Shootings
QN0804,8,2,0.75,Shootings
QN0805,10,3,0.7,Shootings
QN0901,9,2,0.7777777777777778,Shootings
QN0902,13,15,0.7384615384615385,Shootings
QN0903,9,6,0.6666666666666666,Shootings
QN0904,10,3,0.7,Shootings
QN0905,13,6,0.7435897435897436,Shootings
QN1001,25,19,0.5515789473684211,Shootings
QN1002,7,6,0.5238095238095238,Shootings
QN1003,4,0,NA,Shootings
QN1101,13,0,NA,Shootings
QN1102,13,4,0.6923076923076923,Shootings
QN1103,6,1,0.8333333333333334,Shootings
QN1104,5,3,0.6666666666666666,Shootings
QN1201,15,39,0.4752136752136752,Shootings
QN1202,14,26,0.5439560439560439,Shootings
QN1203,20,33,0.45,Shootings
QN1204,6,13,0.3974358974358974,Shootings
QN1205,23,22,0.6403162055335968,Shootings
QN1206,10,9,0.5444444444444444,Shootings
QN1301,6,0,NA,Shootings
QN1302,6,1,0.8333333333333334,Shootings
QN1303,20,9,0.7166666666666667,Shootings
QN1304,13,3,0.7692307692307693,Shootings
QN1305,11,12,0.3484848484848485,Shootings
QN1306,7,9,0.5714285714285714,Shootings
