NTA2020,n_tracts,n_incidents,gini_tracts,crime_type
QN1307,8,10,0.475,Shootings
QN1401,11,47,0.4835589941972921,Shootings
QN1402,9,35,0.273015873015873,Shootings
QN1403,7,1,0.8571428571428571,Shootings
SI0101,6,19,0.2543859649122807,Shootings
SI0102,5,13,0.46153846153846156,Shootings
SI0103,7,10,0.6857142857142857,Shootings
SI0104,12,10,0.6166666666666667,Shootings
SI0105,8,4,0.8125,Shootings
SI0106,6,6,0.6111111111111112,Shootings
SI0107,8,8,0,Shootings
SI0201,9,3,0.8148148148148148,Shootings
SI0202,6,0,NA,Shootings
SI0203,9,1,0.8888888888888888,Shootings
SI0204,9,1,0.8888888888888888,Shootings
SI0301,5,0,NA,Shootings
SI0302,11,1,0.9090909090909091,Shootings
SI0303,7,0,NA,Shootings
SI0304,7,4,0.7857142857142857,Shootings
SI0305,4,0,NA,Shootings
BK0101,15,14,0.6,Gun violence
BK0102,13,26,0.46745562130177515,Gun violence
BK0103,10,26,0.6692307692307692,Gun violence
BK0104,16,97,0.5405927835051546,Gun violence
BK0201,6,2,0.6666666666666666,Gun violence
BK0202,11,56,0.5746753246753247,Gun violence
BK0203,11,95,0.5645933014354066,Gun violence
BK0204,7,19,0.40601503759398494,Gun violence
BK0301,21,247,0.44457297088876035,Gun violence
BK0302,23,287,0.34691713376761096,Gun violence
BK0401,13,46,0.35785953177257523,Gun violence
BK0402,16,105,0.37202380952380953,Gun violence
BK0501,14,101,0.29490806223479493,Gun violence
BK0502,13,190,0.3473684210526316,Gun violence
BK0503,14,272,0.2494747899159664,Gun violence
BK0504,4,32,0.484375,Gun violence
BK0505,12,172,0.437015503875969,Gun violence
BK0601,21,106,0.7511230907457322,Gun violence
BK0602,16,18,0.5138888888888888,Gun violence
BK0701,8,2,0.75,Gun violence
BK0702,18,29,0.6187739463601533,Gun violence
BK0703,14,18,0.5396825396825397,Gun violence
BK0801,6,36,0.6666666666666666,Gun violence
BK0802,22,286,0.41449459631277813,Gun violence
BK0901,13,96,0.48878205128205127,Gun violence
BK0902,14,72,0.3353174603174603,Gun violence
BK1001,28,19,0.8139097744360902,Gun violence
BK1002,17,2,0.8823529411764706,Gun violence
BK1101,28,8,0.8660714285714286,Gun violence
BK1102,11,2,0.8181818181818182,Gun violence
BK1103,16,11,0.6988636363636364,Gun violence
BK1201,10,15,0.5266666666666666,Gun violence
BK1202,21,4,0.8809523809523809,Gun violence
BK1203,10,9,0.6111111111111112,Gun violence
BK1204,16,4,0.84375,Gun violence
BK1301,7,36,0.5873015873015873,Gun violence
BK1302,12,126,0.5661375661375662,Gun violence
BK1303,8,9,0.8194444444444444,Gun violence
BK1401,18,115,0.3570048309178744,Gun violence
BK1402,11,18,0.45454545454545453,Gun violence
BK1403,16,8,0.609375,Gun violence
BK1501,18,9,0.6728395061728395,Gun violence
BK1502,15,3,0.8,Gun violence
BK1503,20,75,0.806,Gun violence
BK1601,10,135,0.2851851851851852,Gun violence
BK1602,14,446,0.21620755925688662,Gun violence
BK1701,11,76,0.361244019138756,Gun violence
BK1702,14,79,0.36980108499095843,Gun violence
BK1703,16,150,0.225,Gun violence
BK1704,9,164,0.2899728997289973,Gun violence
BK1801,27,93,0.5057745917960972,Gun violence
BK1802,19,18,0.6432748538011696,Gun violence
BK1803,34,228,0.4476264189886481,Gun violence
BX0101,15,305,0.36721311475409835,Gun violence
BX0102,8,205,0.16402439024390245,Gun violence
BX0201,6,68,0.4117647058823529,Gun violence
BX0202,9,148,0.36186186186186187,Gun violence
BX0301,7,192,0.18154761904761904,Gun violence
BX0302,6,156,0.2564102564102564,Gun violence
BX0303,7,115,0.2708074534161491,Gun violence
BX0401,14,208,0.40865384615384615,Gun violence
BX0402,5,110,0.09818181818181818,Gun violence
BX0403,12,157,0.27123142250530785,Gun violence
BX0501,13,132,0.29836829836829837,Gun violence
BX0502,10,190,0.22105263157894736,Gun violence
BX0503,7,119,0.3553421368547419,Gun violence
BX0601,5,119,0.49411764705882355,Gun violence
BX0602,9,151,0.22663723325974983,Gun violence
BX0603,7,130,0.3274725274725275,Gun violence
BX0701,9,113,0.3303834808259587,Gun violence
BX0702,11,75,0.48484848484848486,Gun violence
BX0703,8,58,0.21982758620689655,Gun violence
BX0801,6,24,0.25,Gun violence
BX0802,5,30,0.52,Gun violence
BX0803,14,6,0.5714285714285714,Gun violence
BX0901,15,184,0.2246376811594203,Gun violence
BX0902,8,99,0.4356060606060606,Gun violence
BX0903,9,86,0.3178294573643411,Gun violence
BX0904,5,32,0.375,Gun violence
BX1001,5,36,0.35555555555555557,Gun violence
BX1002,14,34,0.6470588235294118,Gun violence
BX1003,6,14,0.5,Gun violence
BX1004,7,42,0.4489795918367347,Gun violence
BX1101,9,30,0.3851851851851852,Gun violence
BX1102,10,15,0.62,Gun violence
BX1103,10,74,0.7567567567567568,Gun violence
BX1104,9,97,0.38717067583046966,Gun violence
BX1201,20,218,0.3876146788990826,Gun violence
BX1202,12,219,0.3283866057838661,Gun violence
BX1203,16,160,0.49765625,Gun violence
MN0101,7,1,0.8571428571428571,Gun violence
MN0102,5,4,0.5,Gun violence
MN0201,6,14,0.42857142857142855,Gun violence
MN0202,7,5,0.5142857142857142,Gun violence
MN0203,7,4,0.42857142857142855,Gun violence
MN0301,7,52,0.3626373626373626,Gun violence
MN0302,10,70,0.42,Gun violence
MN0303,14,38,0.5037593984962406,Gun violence
MN0401,13,32,0.5144230769230769,Gun violence
MN0402,10,37,0.3,Gun violence
MN0501,8,13,0.3942307692307692,Gun violence
MN0502,14,34,0.6050420168067226,Gun violence
MN0601,2,0,NA,Gun violence
MN0602,4,1,0.75,Gun violence
MN0603,9,10,0.8222222222222222,Gun violence
MN0604,10,5,0.86,Gun violence
MN0701,11,35,0.638961038961039,Gun violence
MN0702,12,23,0.4528985507246377,Gun violence
MN0703,6,49,0.5544217687074829,Gun violence
MN0801,14,8,0.6428571428571429,Gun violence
MN0802,14,3,0.8809523809523809,Gun violence
MN0803,14,9,0.8809523809523809,Gun violence
MN0901,8,51,0.7083333333333334,Gun violence
MN0902,5,62,0.43870967741935485,Gun violence
MN0903,7,79,0.2640144665461121,Gun violence
MN1001,10,145,0.3468965517241379,Gun violence
MN1002,15,304,0.21710526315789475,Gun violence
MN1101,11,243,0.39356528245417133,Gun violence
MN1102,12,370,0.25135135135135134,Gun violence
MN1201,11,88,0.3512396694214876,Gun violence
MN1202,12,74,0.4572072072072072,Gun violence
MN1203,6,110,0.44242424242424244,Gun violence
QN0101,17,34,0.5397923875432526,Gun violence
QN0102,6,42,0.6904761904761905,Gun violence
QN0103,11,13,0.4755244755244755,Gun violence
QN0104,14,58,0.5763546798029556,Gun violence
QN0105,12,79,0.6213080168776371,Gun violence
QN0201,9,11,0.5252525252525253,Gun violence
QN0202,18,16,0.6111111111111112,Gun violence
QN0203,14,13,0.6868131868131868,Gun violence
QN0301,20,23,0.6195652173913043,Gun violence
QN0302,10,17,0.4647058823529412,Gun violence
QN0303,10,6,0.7666666666666667,Gun violence
QN0401,23,35,0.675776397515528,Gun violence
QN0402,17,35,0.4470588235294118,Gun violence
QN0501,20,17,0.6558823529411765,Gun violence
QN0502,19,23,0.5720823798627003,Gun violence
QN0503,13,16,0.6923076923076923,Gun violence
QN0504,14,1,0.9285714285714286,Gun violence
QN0601,8,2,0.875,Gun violence
QN0602,24,10,0.825,Gun violence
QN0701,7,17,0.3697478991596639,Gun violence
QN0702,7,7,0.5714285714285714,Gun violence
QN0703,5,4,0.2,Gun violence
QN0704,15,7,0.7238095238095238,Gun violence
QN0705,14,4,0.8928571428571429,Gun violence
QN0706,5,6,0.5333333333333333,Gun violence
QN0707,14,27,0.4894179894179894,Gun violence
QN0801,8,12,0.4166666666666667,Gun violence
QN0802,8,19,0.7302631578947368,Gun violence
QN0803,6,5,0.7666666666666667,Gun violence
QN0804,8,2,0.75,Gun violence
QN0805,10,3,0.7,Gun violence
QN0901,9,5,0.7111111111111111,Gun violence
QN0902,13,30,0.5948717948717949,Gun violence
QN0903,9,13,0.47863247863247865,Gun violence
QN0904,10,16,0.3625,Gun violence
QN0905,13,28,0.5659340659340659,Gun violence
QN1001,25,56,0.39714285714285713,Gun violence
QN1002,7,21,0.43537414965986393,Gun violence
QN1003,4,12,0.375,Gun violence
QN1101,13,2,0.8461538461538461,Gun violence
QN1102,13,9,0.7863247863247863,Gun violence
QN1103,6,5,0.6333333333333333,Gun violence
QN1104,5,7,0.45714285714285713,Gun violence
QN1201,15,84,0.373015873015873,Gun violence
QN1202,14,114,0.3684210526315789,Gun violence
QN1203,20,102,0.4235294117647059,Gun violence
QN1204,6,64,0.2916666666666667,Gun violence
QN1205,23,131,0.3385330235645536,Gun violence
QN1206,10,36,0.4722222222222222,Gun violence
QN1301,6,0,NA,Gun violence
QN1302,6,2,0.6666666666666666,Gun violence
QN1303,20,37,0.5445945945945946,Gun violence
QN1304,13,22,0.6083916083916084,Gun violence
QN1305,11,58,0.3887147335423197,Gun violence
QN1306,7,36,0.5396825396825397,Gun violence
QN1307,8,36,0.3958333333333333,Gun violence
QN1401,11,166,0.3176341730558598,Gun violence
QN1402,9,144,0.2638888888888889,Gun violence
QN1403,7,4,0.42857142857142855,Gun violence
SI0101,6,62,0.3333333333333333,Gun violence
SI0102,5,59,0.5220338983050847,Gun violence
SI0103,7,44,0.6818181818181818,Gun violence
SI0104,12,42,0.6150793650793651,Gun violence
SI0105,8,5,0.775,Gun violence
SI0106,6,36,0.48148148148148145,Gun violence
SI0107,8,61,0.3094262295081967,Gun violence
SI0201,9,7,0.6666666666666666,Gun violence
SI0202,6,4,0.5833333333333334,Gun violence
SI0203,9,5,0.7555555555555555,Gun violence
SI0204,9,4,0.5555555555555556,Gun violence
SI0301,5,3,0.4,Gun violence
SI0302,11,5,0.6909090909090909,Gun violence
SI0303,7,3,0.5714285714285714,Gun violence
SI0304,7,9,0.5396825396825397,Gun violence
SI0305,4,0,NA,Gun violence
BK0101,15,487,0.4344969199178645,Violent crime
BK0102,13,990,0.29665889665889666,Violent crime
BK0103,10,398,0.5331658291457286,Violent crime
BK0104,16,1137,0.3631816182937555,Violent crime
BK0201,6,213,0.44366197183098594,Violent crime
BK0202,11,1930,0.3536504945831371,Violent crime
BK0203,11,753,0.3665338645418327,Violent crime
BK0204,7,326,0.25153374233128833,Violent crime
BK0301,21,2050,0.3040650406504065,Violent crime
BK0302,23,2491,0.2882027472815178,Violent crime
BK0401,13,1465,0.19721711735363612,Violent crime
BK0402,16,1508,0.32418766578249336,Violent crime
BK0501,14,1111,0.2682911148257683,Violent crime
BK0502,13,2155,0.3391754417276459,Violent crime
BK0503,14,2032,0.23502530933633295,Violent crime
BK0504,4,495,0.4893939393939394,Violent crime
BK0505,12,1510,0.2667770419426049,Violent crime
BK0601,21,1005,0.5184553423359394,Violent crime
BK0602,16,625,0.4547,Violent crime
BK0701,8,122,0.32786885245901637,Violent crime
BK0702,18,1016,0.4098862642169729,Violent crime
BK0703,14,797,0.19671984226563902,Violent crime
BK0801,6,262,0.26717557251908397,Violent crime
BK0802,22,2410,0.2926442851754055,Violent crime
BK0901,13,827,0.32127243977304437,Violent crime
BK0902,14,1018,0.3178501262980634,Violent crime
BK1001,28,546,0.4213762428048142,Violent crime
BK1002,17,268,0.3990342405618964,Violent crime
BK1101,28,765,0.2825863678804855,Violent crime
BK1102,11,261,0.4339951236502961,Violent crime
BK1103,16,473,0.3016649048625793,Violent crime
BK1201,10,395,0.23670886075949368,Violent crime
BK1202,21,457,0.4295092216317599,Violent crime
BK1203,10,288,0.3576388888888889,Violent crime
BK1204,16,188,0.24933510638297873,Violent crime
BK1301,7,369,0.22144792876500194,Violent crime
BK1302,12,1500,0.47444444444444445,Violent crime
BK1303,8,470,0.24148936170212765,Violent crime
BK1401,18,1394,0.2158456878686434,Violent crime
BK1402,11,557,0.28660029378162233,Violent crime
BK1403,16,329,0.3748100303951368,Violent crime
BK1501,18,576,0.3740354938271605,Violent crime
BK1502,15,366,0.42477231329690346,Violent crime
BK1503,20,827,0.4571342200725514,Violent crime
BK1601,10,1498,0.26755674232309745,Violent crime
BK1602,14,2755,0.26183562354161266,Violent crime
BK1701,11,1389,0.30433928922049874,Violent crime
BK1702,14,651,0.3009655475093263,Violent crime
BK1703,16,995,0.2812185929648241,Violent crime
BK1704,9,1348,0.34602703593801515,Violent crime
BK1801,27,889,0.3521226513352498,Violent crime
BK1802,19,305,0.4873166522864538,Violent crime
BK1803,34,1208,0.34626996493961826,Violent crime
BX0101,15,3607,0.34721375103964514,Violent crime
BX0102,8,2869,0.29387417218543044,Violent crime
BX0201,6,1781,0.45489425416432716,Violent crime
BX0202,9,2033,0.26507077663004863,Violent crime
BX0301,7,2002,0.2079349222206365,Violent crime
BX0302,6,1367,0.2671299683004145,Violent crime
BX0303,7,1483,0.20537520470089587,Violent crime
BX0401,14,2842,0.3289936664320901,Violent crime
BX0402,5,1326,0.1429864253393665,Violent crime
BX0403,12,2325,0.27437275985663084,Violent crime
BX0501,13,1674,0.3213859020310633,Violent crime
BX0502,10,2305,0.17635574837310194,Violent crime
BX0503,7,1500,0.2337142857142857,Violent crime
BX0601,5,976,0.2827868852459016,Violent crime
BX0602,9,1756,0.22589217919514046,Violent crime
BX0603,7,1741,0.18938212849757938,Violent crime
BX0701,9,1910,0.31553228621291446,Violent crime
BX0702,11,1375,0.20125619834710745,Violent crime
BX0703,8,1487,0.339862138533961,Violent crime
BX0801,6,555,0.17807807807807807,Violent crime
BX0802,5,646,0.25882352941176473,Violent crime
BX0803,14,253,0.4277244494635799,Violent crime
BX0901,15,2715,0.1718354818907305,Violent crime
BX0902,8,1107,0.32486449864498645,Violent crime
BX0903,9,1123,0.336004749183734,Violent crime
BX0904,5,529,0.04612476370510397,Violent crime
BX1001,5,544,0.2625,Violent crime
BX1002,14,772,0.4637305699481865,Violent crime
BX1003,6,414,0.2971014492753623,Violent crime
BX1004,7,442,0.5035552682611506,Violent crime
BX1101,9,783,0.23442599687810417,Violent crime
BX1102,10,522,0.4827586206896552,Violent crime
BX1103,10,551,0.48947368421052634,Violent crime
BX1104,9,1025,0.2597289972899729,Violent crime
BX1201,20,2380,0.3183613445378151,Violent crime
BX1202,12,1705,0.3505865102639296,Violent crime
BX1203,16,1413,0.4261765746638358,Violent crime
MN0101,7,654,0.3394495412844037,Violent crime
MN0102,5,759,0.2671936758893281,Violent crime
MN0201,6,529,0.20384373030875866,Violent crime
MN0202,7,941,0.3273113708820404,Violent crime
MN0203,7,782,0.29850200949945194,Violent crime
MN0301,7,967,0.25675875313931157,Violent crime
MN0302,10,1321,0.34118092354277063,Violent crime
MN0303,14,1409,0.2722802392781101,Violent crime
MN0401,13,1502,0.33637201679811535,Violent crime
MN0402,10,1343,0.3827997021593447,Violent crime
MN0501,8,1781,0.34397810218978103,Violent crime
MN0502,14,2867,0.4944192535751657,Violent crime
MN0601,2,42,0.19047619047619047,Violent crime
MN0602,4,434,0.1693548387096774,Violent crime
MN0603,9,920,0.39951690821256036,Violent crime
MN0604,10,562,0.33487544483985765,Violent crime
MN0701,11,656,0.39634146341463417,Violent crime
MN0702,12,880,0.2596590909090909,Violent crime
MN0703,6,714,0.2404295051353875,Violent crime
MN0801,14,525,0.3307482993197279,Violent crime
MN0802,14,615,0.3799070847851336,Violent crime
MN0803,14,525,0.4583673469387755,Violent crime
MN0901,8,572,0.4392482517482518,Violent crime
MN0902,5,848,0.3419811320754717,Violent crime
MN0903,7,1088,0.16018907563025211,Violent crime
MN1001,10,1547,0.2661279896574014,Violent crime
MN1002,15,3006,0.1982257706808605,Violent crime
MN1101,11,2174,0.31680187337961024,Violent crime
MN1102,12,3086,0.23828040613523438,Violent crime
MN1201,11,1748,0.3006032868733098,Violent crime
MN1202,12,1385,0.401985559566787,Violent crime
MN1203,6,884,0.35444947209653094,Violent crime
QN0101,17,470,0.35168961201501875,Violent crime
QN0102,6,273,0.4242979242979243,Violent crime
QN0103,11,618,0.33980582524271846,Violent crime
QN0104,14,647,0.2758887171561051,Violent crime
QN0105,12,1107,0.3848991267690455,Violent crime
QN0201,9,586,0.3704967766401214,Violent crime
QN0202,18,695,0.23669064748201438,Violent crime
QN0203,14,699,0.31504189658696097,Violent crime
QN0301,20,1665,0.39474474474474475,Violent crime
QN0302,10,472,0.17415254237288136,Violent crime
QN0303,10,1094,0.16654478976234002,Violent crime
QN0401,23,2924,0.4047165883542497,Violent crime
QN0402,17,1879,0.2231474814513352,Violent crime
QN0501,20,374,0.2989304812834225,Violent crime
QN0502,19,1092,0.29477540003855796,Violent crime
QN0503,13,350,0.3991208791208791,Violent crime
QN0504,14,215,0.38704318936877075,Violent crime
QN0601,8,282,0.31382978723404253,Violent crime
QN0602,24,561,0.4415478312537136,Violent crime
QN0701,7,364,0.22448979591836735,Violent crime
QN0702,7,113,0.3008849557522124,Violent crime
QN0703,5,81,0.3111111111111111,Violent crime
QN0704,15,373,0.3049151027703306,Violent crime
QN0705,14,293,0.3766455387615797,Violent crime
QN0706,5,289,0.19930795847750865,Violent crime
QN0707,14,1555,0.43624253559944876,Violent crime
QN0801,8,249,0.2595381526104418,Violent crime
QN0802,8,439,0.4985763097949886,Violent crime
QN0803,6,149,0.3680089485458613,Violent crime
QN0804,8,173,0.32008670520231214,Violent crime
QN0805,10,450,0.44044444444444447,Violent crime
QN0901,9,215,0.4310077519379845,Violent crime
QN0902,13,706,0.42449335367182395,Violent crime
QN0903,9,374,0.13903743315508021,Violent crime
QN0904,10,436,0.29724770642201837,Violent crime
QN0905,13,401,0.32956071360061384,Violent crime
QN1001,25,1664,0.27528846153846154,Violent crime
QN1002,7,444,0.23037323037323038,Violent crime
QN1003,4,275,0.18818181818181817,Violent crime
QN1101,13,222,0.2882882882882883,Violent crime
QN1102,13,265,0.388388969521045,Violent crime
QN1103,6,82,0.16260162601626016,Violent crime
QN1104,5,108,0.3074074074074074,Violent crime
QN1201,15,3246,0.3372766481823783,Violent crime
QN1202,14,1064,0.31176154672395273,Violent crime
QN1203,20,922,0.37581344902386116,Violent crime
QN1204,6,415,0.35542168674698793,Violent crime
QN1205,23,713,0.34026465028355385,Violent crime
QN1206,10,484,0.31611570247933884,Violent crime
QN1301,6,127,0.442257217847769,Violent crime
QN1302,6,242,0.2231404958677686,Violent crime
QN1303,20,781,0.38162612035851473,Violent crime
QN1304,13,197,0.38500585708707535,Violent crime
QN1305,11,322,0.35290796160361376,Violent crime
QN1306,7,483,0.5164152617568767,Violent crime
QN1307,8,374,0.22192513368983957,Violent crime
QN1401,11,1412,0.30891063610610353,Violent crime
QN1402,9,894,0.19264230673626648,Violent crime
QN1403,7,177,0.5924132364810331,Violent crime
SI0101,6,749,0.23386737872719182,Violent crime
SI0102,5,632,0.4215189873417722,Violent crime
SI0103,7,351,0.38583638583638585,Violent crime
SI0104,12,433,0.42628945342571206,Violent crime
SI0105,8,156,0.15384615384615385,Violent crime
SI0106,6,545,0.26636085626911316,Violent crime
SI0107,8,549,0.25250455373406194,Violent crime
SI0201,9,363,0.3654729109274564,Violent crime
SI0202,6,278,0.26498800959232616,Violent crime
SI0203,9,135,0.2716049382716049,Violent crime
SI0204,9,270,0.36460905349794237,Violent crime
SI0301,5,123,0.4,Violent crime
SI0302,11,170,0.2823529411764706,Violent crime
SI0303,7,93,0.18125960061443933,Violent crime
SI0304,7,170,0.2453781512605042,Violent crime
SI0305,4,136,0.26838235294117646,Violent crime
BK0101,15,1489,0.30570852921423775,Property crime
BK0102,13,3148,0.25574235167627796,Property crime
BK0103,10,837,0.27323775388291516,Property crime
BK0104,16,2876,0.32523470097357443,Property crime
BK0201,6,825,0.2595959595959596,Property crime
BK0202,11,3159,0.3978243978243978,Property crime
BK0203,11,1329,0.4182228606607839,Property crime
BK0204,7,853,0.13063138502763355,Property crime
BK0301,21,2495,0.24345834526195248,Property crime
BK0302,23,2866,0.19515155192815317,Property crime
BK0401,13,2411,0.18715502664071723,Property crime
BK0402,16,1936,0.1790418388429752,Property crime
BK0501,14,1209,0.16832092638544252,Property crime
BK0502,13,1631,0.24939866999952837,Property crime
BK0503,14,2055,0.25801181786583244,Property crime
BK0504,4,1278,0.5117370892018779,Property crime
BK0505,12,1434,0.2900976290097629,Property crime
BK0601,21,1893,0.26116267954619776,Property crime
BK0602,16,2001,0.37446901549225386,Property crime
BK0701,8,431,0.14704176334106728,Property crime
BK0702,18,1508,0.2832301797819039,Property crime
BK0703,14,1509,0.31321594244059453,Property crime
BK0801,6,605,0.20027548209366391,Property crime
BK0802,22,2390,0.20825408900722708,Property crime
BK0901,13,952,0.16531997414350355,Property crime
BK0902,14,1059,0.19486038041278833,Property crime
BK1001,28,1627,0.3033848450259022,Property crime
BK1002,17,859,0.2878860508114771,Property crime
BK1101,28,1835,0.220766835344492,Property crime
BK1102,11,615,0.21138211382113822,Property crime
BK1103,16,1399,0.26657433881343817,Property crime
BK1201,10,793,0.30327868852459017,Property crime
BK1202,21,1012,0.16638434029738378,Property crime
BK1203,10,715,0.18727272727272729,Property crime
BK1204,16,732,0.21362704918032788,Property crime
BK1301,7,695,0.17183967112024667,Property crime
BK1302,12,1376,0.422359496124031,Property crime
BK1303,8,764,0.20091623036649214,Property crime
BK1401,18,1290,0.23006029285099053,Property crime
BK1402,11,706,0.15838269379345868,Property crime
BK1403,16,918,0.21146514161220042,Property crime
BK1501,18,1154,0.2568842672828808,Property crime
BK1502,15,1010,0.28277227722772275,Property crime
BK1503,20,1828,0.3147702407002188,Property crime
BK1601,10,1179,0.18668363019508058,Property crime
BK1602,14,1695,0.2308048883270122,Property crime
BK1701,11,1418,0.2323374791639954,Property crime
BK1702,14,783,0.2071702244116037,Property crime
BK1703,16,1028,0.24282587548638132,Property crime
BK1704,9,984,0.23735320686540198,Property crime
BK1801,27,1614,0.2908348249116527,Property crime
BK1802,19,1618,0.5429054713421378,Property crime
BK1803,34,1723,0.2524495578846745,Property crime
BX0101,15,3304,0.28361581920903955,Property crime
BX0102,8,2508,0.3583532695374801,Property crime
BX0201,6,1389,0.275377969762419,Property crime
BX0202,9,1923,0.260934881839718,Property crime
BX0301,7,1601,0.11564200945837423,Property crime
BX0302,6,1014,0.23175542406311636,Property crime
BX0303,7,1564,0.2453416149068323,Property crime
BX0401,14,3222,0.44471047264343355,Property crime
BX0402,5,1033,0.1920619554695063,Property crime
BX0403,12,1917,0.22339593114241002,Property crime
BX0501,13,1709,0.22478282396363145,Property crime
BX0502,10,1654,0.18125755743651753,Property crime
BX0503,7,1226,0.25681659286879516,Property crime
BX0601,5,868,0.21474654377880184,Property crime
BX0602,9,1579,0.3013158820631905,Property crime
BX0603,7,1903,0.17731401546430448,Property crime
BX0701,9,1775,0.2425039123630673,Property crime
BX0702,11,1496,0.32231404958677684,Property crime
BX0703,8,1486,0.2385598923283984,Property crime
BX0801,6,1077,0.1787372330547818,Property crime
BX0802,5,1430,0.17594405594405593,Property crime
BX0803,14,1833,0.28411659262723093,Property crime
BX0901,15,3002,0.16575616255829448,Property crime
BX0902,8,1580,0.36123417721518986,Property crime
BX0903,9,1983,0.31960553594441643,Property crime
BX0904,5,867,0.07750865051903114,Property crime
BX1001,5,854,0.27775175644028105,Property crime
BX1002,14,1765,0.2945770942938082,Property crime
BX1003,6,1015,0.2458128078817734,Property crime
BX1004,7,1255,0.5532157085941947,Property crime
BX1101,9,1298,0.1566512583461736,Property crime
BX1102,10,1247,0.20473135525260625,Property crime
BX1103,10,1245,0.23413654618473895,Property crime
BX1104,9,1342,0.15250869349230006,Property crime
BX1201,20,2218,0.22461677186654644,Property crime
BX1202,12,2233,0.24014778325123154,Property crime
BX1203,16,2039,0.24684281510544384,Property crime
MN0101,7,2469,0.19822947404964417,Property crime
MN0102,5,1665,0.2878078078078078,Property crime
MN0201,6,3785,0.30422721268163805,Property crime
MN0202,7,3521,0.30234917028441594,Property crime
MN0203,7,3555,0.2382157926461724,Property crime
MN0301,7,1599,0.35021888680425267,Property crime
MN0302,10,2959,0.44038526529232846,Property crime
MN0303,14,4064,0.3394966254218223,Property crime
MN0401,13,4237,0.24135364281694233,Property crime
MN0402,10,3075,0.2655284552845528,Property crime
MN0501,8,7140,0.35,Property crime
MN0502,14,10536,0.25919297103807354,Property crime
MN0601,2,252,0.2896825396825397,Property crime
MN0602,4,1227,0.18928280358598207,Property crime
MN0603,9,2470,0.30472334682860996,Property crime
MN0604,10,2160,0.2025925925925926,Property crime
MN0701,11,2616,0.3449402279677509,Property crime
MN0702,12,2943,0.10604258692943708,Property crime
MN0703,6,1431,0.07255998136501281,Property crime
MN0801,14,2731,0.4821624731914003,Property crime
MN0802,14,3279,0.17102339563455757,Property crime
MN0803,14,2160,0.33835978835978836,Property crime
MN0901,8,1334,0.27942278860569714,Property crime
MN0902,5,978,0.2425357873210634,Property crime
MN0903,7,1676,0.10773951585407433,Property crime
MN1001,10,2282,0.2821209465381245,Property crime
MN1002,15,2648,0.1754783484390735,Property crime
MN1101,11,2153,0.26626694253261834,Property crime
MN1102,12,3140,0.1688428874734607,Property crime
MN1201,11,2267,0.28215102057184105,Property crime
MN1202,12,2383,0.33175968666946426,Property crime
MN1203,6,1196,0.19342251950947603,Property crime
QN0101,17,1290,0.3271317829457364,Property crime
QN0102,6,377,0.13218390804597702,Property crime
QN0103,11,1269,0.13152804642166344,Property crime
QN0104,14,1207,0.2944135400639129,Property crime
QN0105,12,1404,0.26839981006647673,Property crime
QN0201,9,1565,0.3126730564430245,Property crime
QN0202,18,1605,0.23001038421599168,Property crime
QN0203,14,1485,0.2448773448773449,Property crime
QN0301,20,2923,0.2916695176188847,Property crime
QN0302,10,1012,0.24071146245059288,Property crime
QN0303,10,806,0.21910669975186103,Property crime
QN0401,23,4277,0.42575555804047943,Property crime
QN0402,17,1597,0.24391321963976573,Property crime
QN0501,20,1474,0.24932157394843962,Property crime
QN0502,19,1837,0.275907515113314,Property crime
QN0503,13,945,0.32722832722832723,Property crime
QN0504,14,787,0.23860954801234344,Property crime
QN0601,8,920,0.23668478260869566,Property crime
QN0602,24,1908,0.29865478686233404,Property crime
QN0701,7,1103,0.25540733065665067,Property crime
QN0702,7,841,0.19398675046713096,Property crime
QN0703,5,518,0.33204633204633205,Property crime
QN0704,15,1510,0.24653421633554085,Property crime
QN0705,14,736,0.15683229813664595,Property crime
QN0706,5,848,0.10613207547169812,Property crime
QN0707,14,3421,0.49281747191715036,Property crime
QN0801,8,885,0.2600282485875706,Property crime
QN0802,8,881,0.21750851305334848,Property crime
QN0803,6,974,0.19849418206707733,Property crime
QN0804,8,793,0.2646595208070618,Property crime
QN0805,10,947,0.3386483632523759,Property crime
QN0901,9,485,0.2900343642611684,Property crime
QN0902,13,801,0.2289445884951503,Property crime
QN0903,9,367,0.15440508628519528,Property crime
QN0904,10,511,0.1802348336594912,Property crime
QN0905,13,827,0.16631011068737792,Property crime
QN1001,25,2403,0.29463171036204744,Property crime
QN1002,7,808,0.22383309759547385,Property crime
QN1003,4,872,0.20470183486238533,Property crime
QN1101,13,1327,0.20508956002550577,Property crime
QN1102,13,1484,0.15218743520630312,Property crime
QN1103,6,779,0.13329054343175012,Property crime
QN1104,5,796,0.16834170854271358,Property crime
QN1201,15,2714,0.3119626627364284,Property crime
QN1202,14,982,0.21952283968577246,Property crime
QN1203,20,1085,0.34861751152073733,Property crime
QN1204,6,560,0.34226190476190477,Property crime
QN1205,23,922,0.3114212958596624,Property crime
QN1206,10,602,0.2770764119601329,Property crime
QN1301,6,472,0.2365819209039548,Property crime
QN1302,6,689,0.23778422835026608,Property crime
QN1303,20,1321,0.2888342165026495,Property crime
QN1304,13,338,0.17523896222121074,Property crime
QN1305,11,640,0.2525568181818182,Property crime
QN1306,7,800,0.46535714285714286,Property crime
