BoroCT2020,n_blocks,gini_blocks,n_incidents,crime_type
3059404,23,0.8260869565217391,4,Robbery (outdoor)
3059600,18,0.7361111111111112,8,Robbery (outdoor)
3059800,25,0.864,5,Robbery (outdoor)
3060000,68,0.8303921568627451,15,Robbery (outdoor)
3060600,44,0.775974025974026,21,Robbery (outdoor)
3060800,108,0.9438271604938272,15,Robbery (outdoor)
3061002,44,0.9409090909090909,5,Robbery (outdoor)
3061003,29,0.9310344827586207,2,Robbery (outdoor)
3061004,31,0.7670250896057348,9,Robbery (outdoor)
3061200,21,0.9047619047619048,2,Robbery (outdoor)
3061600,48,0.9583333333333334,2,Robbery (outdoor)
3062000,42,0.8333333333333334,7,Robbery (outdoor)
3062200,37,0.9405405405405406,5,Robbery (outdoor)
3062600,27,0.8013468013468014,11,Robbery (outdoor)
3062800,253,0.9828722002635046,6,Robbery (outdoor)
3063200,13,0.8461538461538461,2,Robbery (outdoor)
3063600,12,0.8333333333333334,2,Robbery (outdoor)
3063800,12,0.8333333333333334,2,Robbery (outdoor)
3064000,18,0.9444444444444444,1,Robbery (outdoor)
3064200,24,0.8333333333333334,4,Robbery (outdoor)
3064400,21,0.9047619047619048,2,Robbery (outdoor)
3064600,23,0.8695652173913043,3,Robbery (outdoor)
3064800,21,0.9047619047619048,2,Robbery (outdoor)
3065000,33,0.8484848484848485,5,Robbery (outdoor)
3065200,20,0.8071428571428572,7,Robbery (outdoor)
3065400,17,0.9411764705882353,1,Robbery (outdoor)
3065600,16,NA,0,Robbery (outdoor)
3065800,15,0.7333333333333333,4,Robbery (outdoor)
3066000,16,0.9375,1,Robbery (outdoor)
3066200,25,0.864,5,Robbery (outdoor)
3067000,40,0.8861111111111111,9,Robbery (outdoor)
3067200,21,0.6190476190476191,8,Robbery (outdoor)
3067400,21,0.7482993197278912,7,Robbery (outdoor)
3067600,23,0.927536231884058,3,Robbery (outdoor)
3067800,18,0.9444444444444444,1,Robbery (outdoor)
3068000,16,0.84375,4,Robbery (outdoor)
3068200,21,0.8571428571428571,10,Robbery (outdoor)
3068600,24,0.9027777777777778,6,Robbery (outdoor)
3068800,27,0.9074074074074074,4,Robbery (outdoor)
3069000,21,0.8380952380952381,5,Robbery (outdoor)
3069200,16,0.6625,10,Robbery (outdoor)
3069601,23,0.8913043478260869,4,Robbery (outdoor)
3069602,90,0.9111111111111111,8,Robbery (outdoor)
3069800,42,0.917989417989418,9,Robbery (outdoor)
3070000,25,0.88,3,Robbery (outdoor)
3070201,118,0.9322033898305084,8,Robbery (outdoor)
3070601,51,0.9607843137254902,2,Robbery (outdoor)
3072000,20,0.87,10,Robbery (outdoor)
3072200,40,0.7916666666666666,18,Robbery (outdoor)
3072400,24,0.7552083333333334,16,Robbery (outdoor)
3072600,35,0.8857142857142857,4,Robbery (outdoor)
3072800,23,0.855072463768116,6,Robbery (outdoor)
3073000,31,0.946236559139785,3,Robbery (outdoor)
3073200,21,0.9047619047619048,2,Robbery (outdoor)
3073400,17,0.7058823529411765,5,Robbery (outdoor)
3073600,35,0.8285714285714286,6,Robbery (outdoor)
3073800,32,0.875,4,Robbery (outdoor)
3074000,27,0.831275720164609,9,Robbery (outdoor)
3074200,18,0.7592592592592593,6,Robbery (outdoor)
3074400,18,0.8888888888888888,2,Robbery (outdoor)
3074600,43,0.8992248062015504,6,Robbery (outdoor)
3074800,15,0.8888888888888888,3,Robbery (outdoor)
3075000,17,0.9019607843137255,3,Robbery (outdoor)
3075200,17,0.8823529411764706,2,Robbery (outdoor)
3075400,14,NA,0,Robbery (outdoor)
3075600,17,NA,0,Robbery (outdoor)
3075800,28,0.9285714285714286,2,Robbery (outdoor)
3076000,14,0.8214285714285714,4,Robbery (outdoor)
3076200,16,0.84375,4,Robbery (outdoor)
3076400,17,0.7563025210084033,7,Robbery (outdoor)
3076600,8,0.75,2,Robbery (outdoor)
3076800,56,0.8178571428571428,15,Robbery (outdoor)
3077000,19,0.8245614035087719,6,Robbery (outdoor)
3077200,43,0.7852257181942545,17,Robbery (outdoor)
3077400,26,0.8076923076923077,21,Robbery (outdoor)
3077600,27,0.873015873015873,14,Robbery (outdoor)
3078000,17,0.8,5,Robbery (outdoor)
3078200,12,0.7166666666666667,5,Robbery (outdoor)
3078400,17,0.8823529411764706,2,Robbery (outdoor)
3078601,8,0.65625,8,Robbery (outdoor)
3078602,10,0.8,2,Robbery (outdoor)
3078801,15,0.6111111111111112,12,Robbery (outdoor)
3078802,5,0.65,8,Robbery (outdoor)
3079001,14,0.8571428571428571,2,Robbery (outdoor)
3079002,18,0.7222222222222222,8,Robbery (outdoor)
3079201,19,0.7894736842105263,10,Robbery (outdoor)
3079202,19,0.8947368421052632,2,Robbery (outdoor)
3079400,35,0.6890756302521008,17,Robbery (outdoor)
3079601,8,0.53125,8,Robbery (outdoor)
3079602,17,0.7058823529411765,20,Robbery (outdoor)
3079801,11,0.6909090909090909,5,Robbery (outdoor)
3079802,21,0.6416040100250626,19,Robbery (outdoor)
3080000,17,0.7294117647058823,10,Robbery (outdoor)
3080200,13,0.4326923076923077,16,Robbery (outdoor)
3080400,18,0.7592592592592593,6,Robbery (outdoor)
3080600,22,0.7975206611570248,11,Robbery (outdoor)
3080800,32,0.6995192307692307,13,Robbery (outdoor)
3081000,17,0.5588235294117647,12,Robbery (outdoor)
3081400,25,0.7885714285714286,7,Robbery (outdoor)
3081600,23,0.7130434782608696,10,Robbery (outdoor)
3081800,15,0.7428571428571429,7,Robbery (outdoor)
3082000,13,0.46745562130177515,26,Robbery (outdoor)
3082200,8,0.2867647058823529,17,Robbery (outdoor)
3082400,30,0.6777777777777778,30,Robbery (outdoor)
3082600,32,0.7130681818181818,11,Robbery (outdoor)
3082800,22,0.7215909090909091,16,Robbery (outdoor)
3083000,28,0.6821428571428572,20,Robbery (outdoor)
3083200,18,0.8333333333333334,3,Robbery (outdoor)
3083400,12,0.6666666666666666,4,Robbery (outdoor)
3083600,22,0.8181818181818182,4,Robbery (outdoor)
3083800,15,0.8,3,Robbery (outdoor)
3084000,15,0.7238095238095238,7,Robbery (outdoor)
3084600,20,0.8,16,Robbery (outdoor)
3084800,15,0.7333333333333333,4,Robbery (outdoor)
3085000,23,0.8521739130434782,5,Robbery (outdoor)
3085400,27,0.8148148148148148,5,Robbery (outdoor)
3085600,18,0.7469135802469136,9,Robbery (outdoor)
3085800,18,0.8055555555555556,8,Robbery (outdoor)
3086000,22,0.66600790513834,23,Robbery (outdoor)
3086200,19,0.7177033492822966,11,Robbery (outdoor)
3086400,34,0.8578431372549019,12,Robbery (outdoor)
3086600,27,0.8042328042328042,7,Robbery (outdoor)
3086800,25,0.6545454545454545,22,Robbery (outdoor)
3087000,21,0.7380952380952381,12,Robbery (outdoor)
3087200,19,0.7368421052631579,8,Robbery (outdoor)
3087401,10,0.5714285714285714,14,Robbery (outdoor)
3087600,17,0.8235294117647058,3,Robbery (outdoor)
3087800,15,0.5666666666666667,16,Robbery (outdoor)
3088001,12,0.6858974358974359,13,Robbery (outdoor)
3088002,19,0.868421052631579,4,Robbery (outdoor)
3088200,26,0.6230769230769231,20,Robbery (outdoor)
3088400,15,0.6755555555555556,15,Robbery (outdoor)
3088600,36,0.7694444444444445,20,Robbery (outdoor)
3088800,36,0.7598039215686274,17,Robbery (outdoor)
3089000,45,0.6555555555555556,36,Robbery (outdoor)
3089200,33,0.8044077134986226,33,Robbery (outdoor)
3089400,23,0.7768115942028986,15,Robbery (outdoor)
3089600,23,0.7478260869565218,10,Robbery (outdoor)
3089800,22,0.5871212121212122,24,Robbery (outdoor)
3090000,39,0.7350427350427351,18,Robbery (outdoor)
3090200,22,0.4625668449197861,17,Robbery (outdoor)
3090600,30,0.6533333333333333,50,Robbery (outdoor)
3090800,59,0.7777777777777778,36,Robbery (outdoor)
3091000,24,0.6964285714285714,28,Robbery (outdoor)
3091200,9,0.4927536231884058,23,Robbery (outdoor)
3091600,31,0.6505376344086021,24,Robbery (outdoor)
3091800,27,0.7147147147147147,37,Robbery (outdoor)
3092000,42,0.7253968253968254,30,Robbery (outdoor)
3092200,20,0.7045454545454546,11,Robbery (outdoor)
3092400,32,0.6335227272727273,44,Robbery (outdoor)
3092800,22,0.803030303030303,6,Robbery (outdoor)
3093000,19,0.7218045112781954,7,Robbery (outdoor)
3093200,34,0.9183006535947712,9,Robbery (outdoor)
3093400,38,0.8219814241486069,17,Robbery (outdoor)
3093600,21,0.7195767195767195,9,Robbery (outdoor)
3093800,22,0.8181818181818182,4,Robbery (outdoor)
3094401,45,0.745679012345679,18,Robbery (outdoor)
3094402,7,0.5476190476190477,12,Robbery (outdoor)
3094600,46,0.8557312252964426,11,Robbery (outdoor)
3095000,27,0.8395061728395061,6,Robbery (outdoor)
3095400,26,0.8846153846153846,3,Robbery (outdoor)
3095600,27,0.6632996632996633,22,Robbery (outdoor)
3095800,30,0.7733333333333333,10,Robbery (outdoor)
3096000,70,0.9285714285714286,12,Robbery (outdoor)
3096200,24,0.8333333333333334,4,Robbery (outdoor)
3096400,40,0.8,8,Robbery (outdoor)
3096600,24,0.75,6,Robbery (outdoor)
3096800,29,0.7783251231527094,21,Robbery (outdoor)
3097000,23,0.8521739130434782,5,Robbery (outdoor)
3097400,32,0.6514423076923077,13,Robbery (outdoor)
3098200,20,0.6111111111111112,18,Robbery (outdoor)
3098400,14,0.8809523809523809,3,Robbery (outdoor)
3098600,20,0.7833333333333333,6,Robbery (outdoor)
3098800,26,0.7307692307692307,7,Robbery (outdoor)
3099000,19,0.868421052631579,4,Robbery (outdoor)
3099200,20,0.9,2,Robbery (outdoor)
3099400,37,0.8571428571428571,7,Robbery (outdoor)
3099600,23,0.9565217391304348,2,Robbery (outdoor)
3099800,47,0.8936170212765957,8,Robbery (outdoor)
3100400,19,0.9473684210526315,1,Robbery (outdoor)
3100600,16,0.875,2,Robbery (outdoor)
3100800,23,0.8521739130434782,5,Robbery (outdoor)
3101000,21,0.9047619047619048,6,Robbery (outdoor)
3101200,14,0.7857142857142857,3,Robbery (outdoor)
3101400,19,0.9473684210526315,1,Robbery (outdoor)
3101600,11,0.9090909090909091,1,Robbery (outdoor)
3101800,18,0.8333333333333334,3,Robbery (outdoor)
3102000,24,0.8333333333333334,4,Robbery (outdoor)
3102200,20,0.7928571428571428,7,Robbery (outdoor)
3102400,20,0.8583333333333333,12,Robbery (outdoor)
3102600,20,0.7928571428571428,7,Robbery (outdoor)
3102801,30,0.9,10,Robbery (outdoor)
3103401,4,0.75,6,Robbery (outdoor)
3105801,39,0.8717948717948718,9,Robbery (outdoor)
3105804,23,0.7130434782608696,15,Robbery (outdoor)
3107001,64,0.8612980769230769,65,Robbery (outdoor)
3107003,9,0.8888888888888888,1,Robbery (outdoor)
3107800,73,0.8281444582814446,22,Robbery (outdoor)
3109800,73,0.863013698630137,28,Robbery (outdoor)
3110400,106,0.7563614332698633,109,Robbery (outdoor)
3110600,10,0.6714285714285714,14,Robbery (outdoor)
3111000,9,0.6464646464646465,11,Robbery (outdoor)
3111600,63,0.759018759018759,33,Robbery (outdoor)
3111800,30,0.7253968253968254,21,Robbery (outdoor)
3112000,28,0.7295918367346939,21,Robbery (outdoor)
3112200,25,0.4828571428571429,28,Robbery (outdoor)
3112400,32,0.703125,24,Robbery (outdoor)
3112600,23,0.5243741765480896,33,Robbery (outdoor)
3112800,26,0.5913461538461539,32,Robbery (outdoor)
3113000,32,0.73875,25,Robbery (outdoor)
3113200,31,0.6155913978494624,24,Robbery (outdoor)
3113400,25,0.6813793103448276,29,Robbery (outdoor)
3114201,49,0.8392857142857143,16,Robbery (outdoor)
3114202,19,0.7894736842105263,4,Robbery (outdoor)
3114400,64,0.6522671568627451,102,Robbery (outdoor)
3114600,29,0.8045977011494253,15,Robbery (outdoor)
3115000,30,0.6611111111111111,12,Robbery (outdoor)
3115200,31,0.6318785578747628,34,Robbery (outdoor)
3115600,23,0.5770750988142292,44,Robbery (outdoor)
3115800,25,0.64,18,Robbery (outdoor)
3116000,24,0.7083333333333334,13,Robbery (outdoor)
3116200,24,0.6174242424242424,11,Robbery (outdoor)
3116400,30,0.7857142857142857,28,Robbery (outdoor)
3116600,30,0.6565217391304348,23,Robbery (outdoor)
3116800,22,0.7377622377622378,13,Robbery (outdoor)
3117000,18,0.4502923976608187,38,Robbery (outdoor)
3117201,25,0.7666666666666667,12,Robbery (outdoor)
3117202,22,0.7196969696969697,12,Robbery (outdoor)
3117400,32,0.6617647058823529,34,Robbery (outdoor)
3117601,15,0.6370370370370371,18,Robbery (outdoor)
3117602,26,0.7447552447552448,11,Robbery (outdoor)
3117800,23,0.7090301003344481,26,Robbery (outdoor)
3118201,24,0.6194444444444445,15,Robbery (outdoor)
3118202,24,0.7211538461538461,13,Robbery (outdoor)
3118400,30,0.6946666666666667,25,Robbery (outdoor)
3118600,16,0.43125,20,Robbery (outdoor)
3118800,41,0.7056154282473057,43,Robbery (outdoor)
3119000,34,0.6365546218487395,28,Robbery (outdoor)
3119200,44,0.8141711229946524,34,Robbery (outdoor)
3119400,28,0.7420634920634921,9,Robbery (outdoor)
3119600,57,0.6274238227146814,76,Robbery (outdoor)
3119800,59,0.6549841999425452,59,Robbery (outdoor)
3120000,36,0.7361111111111112,20,Robbery (outdoor)
3120200,39,0.7736900780379041,23,Robbery (outdoor)
3120801,30,0.6304347826086957,23,Robbery (outdoor)
3120802,8,0.5096153846153846,13,Robbery (outdoor)
3120803,28,0.7366071428571429,16,Robbery (outdoor)
3121000,12,0.47043010752688175,31,Robbery (outdoor)
3121400,8,0.5113636363636364,11,Robbery (outdoor)
3122000,93,0.8066471163245357,55,Robbery (outdoor)
3123700,35,0.8,12,Robbery (outdoor)
3150200,51,0.9411764705882353,3,Robbery (outdoor)
3152200,49,0.8526077097505669,9,Robbery (outdoor)
4000101,39,0.9230769230769231,6,Robbery (outdoor)
4000102,15,0.6666666666666666,5,Robbery (outdoor)
4000103,11,NA,0,Robbery (outdoor)
4000104,94,0.8829787234042553,11,Robbery (outdoor)
4000200,26,0.9615384615384616,1,Robbery (outdoor)
4000400,44,0.8287878787878787,15,Robbery (outdoor)
4000600,45,0.8825396825396825,7,Robbery (outdoor)
4000701,58,0.903448275862069,20,Robbery (outdoor)
4000702,45,0.8333333333333334,12,Robbery (outdoor)
4000800,32,0.7743055555555556,9,Robbery (outdoor)
4001000,24,0.7596153846153846,13,Robbery (outdoor)
4001200,42,0.9404761904761905,4,Robbery (outdoor)
4001400,33,0.898989898989899,6,Robbery (outdoor)
4001600,26,0.6611721611721612,21,Robbery (outdoor)
4001800,26,0.7130177514792899,13,Robbery (outdoor)
4001901,29,0.7733990147783252,14,Robbery (outdoor)
4001902,39,0.7464387464387464,27,Robbery (outdoor)
4001903,111,0.8503503503503503,36,Robbery (outdoor)
4002000,24,0.9166666666666666,2,Robbery (outdoor)
4002200,30,0.9,10,Robbery (outdoor)
4002400,22,NA,0,Robbery (outdoor)
4002500,25,0.6863157894736842,57,Robbery (outdoor)
4002600,22,0.8181818181818182,4,Robbery (outdoor)
4002800,33,0.8363636363636363,10,Robbery (outdoor)
4003000,20,0.95,1,Robbery (outdoor)
4003100,36,0.7376543209876543,18,Robbery (outdoor)
4003200,27,0.7345679012345679,12,Robbery (outdoor)
4003301,44,0.7159090909090909,32,Robbery (outdoor)
4003302,46,0.7608695652173914,23,Robbery (outdoor)
4003400,32,0.8645833333333334,6,Robbery (outdoor)
4003600,42,0.727743271221532,23,Robbery (outdoor)
4003700,14,0.8428571428571429,5,Robbery (outdoor)
4003800,32,0.78125,7,Robbery (outdoor)
4003900,20,0.75,5,Robbery (outdoor)
4004001,27,0.9037037037037037,5,Robbery (outdoor)
4004002,32,0.81875,10,Robbery (outdoor)
4004200,36,0.7983091787439613,23,Robbery (outdoor)
4004300,19,0.6754385964912281,12,Robbery (outdoor)
4004401,62,0.7324805339265851,29,Robbery (outdoor)
4004500,31,0.8847926267281107,7,Robbery (outdoor)
4004700,14,0.6746031746031746,9,Robbery (outdoor)
4005000,11,0.8484848484848485,3,Robbery (outdoor)
4005100,21,0.7482993197278912,7,Robbery (outdoor)
4005200,28,0.6880952380952381,15,Robbery (outdoor)
4005300,27,0.8042328042328042,7,Robbery (outdoor)
4005400,81,0.7751322751322751,28,Robbery (outdoor)
4005500,24,0.8583333333333333,5,Robbery (outdoor)
4005700,27,0.7195767195767195,14,Robbery (outdoor)
4005800,113,0.879646017699115,20,Robbery (outdoor)
4005900,17,0.6554621848739496,14,Robbery (outdoor)
4006100,15,0.7151515151515152,11,Robbery (outdoor)
4006201,32,0.8348214285714286,7,Robbery (outdoor)
4006202,122,0.8556116015132409,26,Robbery (outdoor)
4006300,18,0.7129629629629629,12,Robbery (outdoor)
4006501,15,0.9333333333333333,7,Robbery (outdoor)
4006502,16,0.6546052631578947,19,Robbery (outdoor)
4006900,35,0.9142857142857143,3,Robbery (outdoor)
4007100,39,0.8888888888888888,9,Robbery (outdoor)
4007300,20,0.7928571428571428,7,Robbery (outdoor)
4007500,12,0.5595238095238095,7,Robbery (outdoor)
4007700,15,0.7238095238095238,7,Robbery (outdoor)
4007900,16,0.90625,4,Robbery (outdoor)
4008100,24,0.8101851851851852,9,Robbery (outdoor)
4008300,32,0.875,4,Robbery (outdoor)
4008500,33,0.7171717171717171,24,Robbery (outdoor)
4008600,63,0.8682539682539683,20,Robbery (outdoor)
4008700,25,0.8363636363636363,11,Robbery (outdoor)
4008800,94,0.9206219312602292,13,Robbery (outdoor)
4009100,19,0.8421052631578947,3,Robbery (outdoor)
4009400,29,0.685823754789272,18,Robbery (outdoor)
4009500,46,0.9057971014492754,9,Robbery (outdoor)
4009600,27,0.7936507936507936,14,Robbery (outdoor)
4009700,31,0.8387096774193549,5,Robbery (outdoor)
4009800,24,0.7083333333333334,12,Robbery (outdoor)
4010000,27,0.7983539094650206,18,Robbery (outdoor)
4010100,30,0.8238095238095238,7,Robbery (outdoor)
4010200,36,0.812962962962963,15,Robbery (outdoor)
4010300,31,0.946236559139785,3,Robbery (outdoor)
4010400,20,0.7205882352941176,17,Robbery (outdoor)
4010500,23,0.8695652173913043,3,Robbery (outdoor)
4010600,20,0.6195652173913043,23,Robbery (outdoor)
4010701,90,0.9888888888888889,1,Robbery (outdoor)
4010800,15,0.6222222222222222,9,Robbery (outdoor)
4011000,23,0.731457800511509,17,Robbery (outdoor)
4011100,19,0.8421052631578947,3,Robbery (outdoor)
4011200,23,0.7536231884057971,9,Robbery (outdoor)
4011300,14,0.8809523809523809,3,Robbery (outdoor)
4011400,21,0.8571428571428571,3,Robbery (outdoor)
4011500,25,0.8866666666666667,12,Robbery (outdoor)
4011600,18,0.9259259259259259,6,Robbery (outdoor)
4011700,23,0.8260869565217391,4,Robbery (outdoor)
4011800,17,0.7450980392156863,6,Robbery (outdoor)
4011900,9,0.8888888888888888,1,Robbery (outdoor)
4012000,18,0.7777777777777778,4,Robbery (outdoor)
4012100,13,NA,0,Robbery (outdoor)
4012200,29,0.7261663286004056,17,Robbery (outdoor)
4012301,71,0.8706786171574904,11,Robbery (outdoor)
4012400,26,0.8146853146853147,11,Robbery (outdoor)
4012500,60,0.9133333333333333,10,Robbery (outdoor)
4012601,19,0.6118421052631579,16,Robbery (outdoor)
4012602,25,0.6,10,Robbery (outdoor)
4012800,22,0.8636363636363636,3,Robbery (outdoor)
4013000,30,0.9,3,Robbery (outdoor)
4013200,53,0.9685534591194969,3,Robbery (outdoor)
4013400,27,0.8518518518518519,4,Robbery (outdoor)
4013500,12,0.9166666666666666,2,Robbery (outdoor)
4013600,20,0.9,2,Robbery (outdoor)
4013700,53,0.8679245283018868,17,Robbery (outdoor)
4013800,32,0.84375,5,Robbery (outdoor)
4014000,43,0.8992248062015504,6,Robbery (outdoor)
4014100,34,0.7794117647058824,16,Robbery (outdoor)
4014201,32,0.7475961538461539,13,Robbery (outdoor)
4014202,75,0.8698412698412699,21,Robbery (outdoor)
4014300,9,0.8,10,Robbery (outdoor)
4014400,30,0.7944444444444444,12,Robbery (outdoor)
4014500,15,0.8333333333333334,4,Robbery (outdoor)
4014700,16,0.7291666666666666,6,Robbery (outdoor)
4014800,21,0.6857142857142857,10,Robbery (outdoor)
4014900,13,0.6495726495726496,9,Robbery (outdoor)
4015000,22,0.6818181818181818,13,Robbery (outdoor)
4015100,17,0.8235294117647058,3,Robbery (outdoor)
4015200,25,0.8266666666666667,9,Robbery (outdoor)
4015300,19,0.631578947368421,16,Robbery (outdoor)
4015400,25,0.75,8,Robbery (outdoor)
4015500,11,0.42727272727272725,20,Robbery (outdoor)
4015600,27,0.6617283950617284,15,Robbery (outdoor)
4015700,20,0.83,20,Robbery (outdoor)
4015801,47,0.7806873977086743,26,Robbery (outdoor)
4015802,40,0.7401515151515151,33,Robbery (outdoor)
4015900,18,0.7444444444444445,10,Robbery (outdoor)
4016100,16,0.734375,8,Robbery (outdoor)
4016300,22,0.7532467532467533,14,Robbery (outdoor)
4016400,21,0.7619047619047619,5,Robbery (outdoor)
4016600,26,0.6884615384615385,20,Robbery (outdoor)
4016800,41,0.9512195121951219,2,Robbery (outdoor)
4016900,32,0.7379807692307693,13,Robbery (outdoor)
4017000,34,0.7780748663101604,11,Robbery (outdoor)
4017200,34,0.8781512605042017,7,Robbery (outdoor)
4017400,26,0.8461538461538461,4,Robbery (outdoor)
4017600,24,0.9583333333333334,1,Robbery (outdoor)
4017800,30,0.8666666666666667,4,Robbery (outdoor)
4017901,16,0.625,14,Robbery (outdoor)
4017902,59,0.7633898305084745,25,Robbery (outdoor)
4018000,29,0.7844827586206896,8,Robbery (outdoor)
4018101,9,0.35555555555555557,10,Robbery (outdoor)
4018102,16,0.7355769230769231,13,Robbery (outdoor)
4018200,51,0.9150326797385621,6,Robbery (outdoor)
4018300,31,0.6158357771260997,22,Robbery (outdoor)
4018401,22,0.8116883116883117,7,Robbery (outdoor)
4018402,38,0.8609022556390977,7,Robbery (outdoor)
4018501,16,0.7291666666666666,6,Robbery (outdoor)
4018502,17,0.7294117647058823,10,Robbery (outdoor)
4018600,24,0.9166666666666666,2,Robbery (outdoor)
4018700,39,0.7897435897435897,10,Robbery (outdoor)
4018800,17,0.9411764705882353,1,Robbery (outdoor)
4018900,30,0.8333333333333334,5,Robbery (outdoor)
4019000,24,0.7583333333333333,15,Robbery (outdoor)
4019200,29,0.8275862068965517,9,Robbery (outdoor)
4019400,62,0.9032258064516129,6,Robbery (outdoor)
4019600,43,0.7392900856793145,19,Robbery (outdoor)
4019800,54,0.7864197530864198,15,Robbery (outdoor)
4019901,66,0.9458874458874459,7,Robbery (outdoor)
4019902,106,0.9245283018867925,8,Robbery (outdoor)
4019903,19,0.9210526315789473,4,Robbery (outdoor)
4020200,32,0.921875,4,Robbery (outdoor)
4020400,49,0.7224489795918367,20,Robbery (outdoor)
4020500,66,0.9141414141414141,9,Robbery (outdoor)
4020600,40,0.836764705882353,17,Robbery (outdoor)
4020800,105,0.7941888619854721,59,Robbery (outdoor)
4021200,60,0.6718855218855219,99,Robbery (outdoor)
4021400,66,0.750971250971251,39,Robbery (outdoor)
4021601,37,0.9099099099099099,6,Robbery (outdoor)
4021602,28,0.9642857142857143,1,Robbery (outdoor)
4021603,4,NA,0,Robbery (outdoor)
4021900,59,0.9322033898305084,4,Robbery (outdoor)
4022001,64,0.9079861111111112,9,Robbery (outdoor)
4022002,37,0.9081081081081082,5,Robbery (outdoor)
4023000,31,0.8387096774193549,5,Robbery (outdoor)
4023200,37,0.7837837837837838,16,Robbery (outdoor)
4023501,24,0.6547619047619048,14,Robbery (outdoor)
4023502,11,0.6233766233766234,7,Robbery (outdoor)
4023600,25,0.6582857142857143,35,Robbery (outdoor)
4023800,27,0.5810185185185185,32,Robbery (outdoor)
4024000,36,0.6054421768707483,98,Robbery (outdoor)
4024300,119,0.9322787938704894,17,Robbery (outdoor)
4024500,42,0.919047619047619,5,Robbery (outdoor)
4024600,25,0.8038095238095239,21,Robbery (outdoor)
4024700,24,0.8020833333333334,8,Robbery (outdoor)
4024900,46,0.7360248447204969,14,Robbery (outdoor)
4025100,44,0.6838842975206612,22,Robbery (outdoor)
4025301,25,0.7,12,Robbery (outdoor)
4025302,24,0.8173076923076923,13,Robbery (outdoor)
4025401,39,0.6755083996463307,29,Robbery (outdoor)
4025402,41,0.6812447434819175,29,Robbery (outdoor)
4025500,38,0.7469635627530364,13,Robbery (outdoor)
4025700,25,0.75,8,Robbery (outdoor)
4025800,38,0.8984962406015038,7,Robbery (outdoor)
4025900,38,0.8964912280701754,15,Robbery (outdoor)
4026000,26,0.7727272727272727,11,Robbery (outdoor)
4026100,37,0.6859273066169618,29,Robbery (outdoor)
4026200,23,0.8260869565217391,4,Robbery (outdoor)
4026300,49,0.6298519407763106,51,Robbery (outdoor)
4026400,50,0.932,5,Robbery (outdoor)
4026501,20,0.48953488372093024,43,Robbery (outdoor)
4026502,15,0.7466666666666667,10,Robbery (outdoor)
4026600,23,0.8521739130434782,5,Robbery (outdoor)
4026700,39,0.6245542536933265,151,Robbery (outdoor)
4026901,23,0.5871361839741286,121,Robbery (outdoor)
4026902,17,0.48366013071895425,18,Robbery (outdoor)
4027000,41,0.9170731707317074,5,Robbery (outdoor)
4027101,13,0.6153846153846154,12,Robbery (outdoor)
4027102,13,0.5641025641025641,30,Robbery (outdoor)
4027200,23,0.8369565217391305,8,Robbery (outdoor)
4027301,16,0.40033783783783783,74,Robbery (outdoor)
4027302,21,0.5140247879973907,73,Robbery (outdoor)
4027400,18,0.8888888888888888,2,Robbery (outdoor)
4027500,25,0.5427450980392157,51,Robbery (outdoor)
4027600,27,0.8518518518518519,4,Robbery (outdoor)
4027701,9,0.4444444444444444,19,Robbery (outdoor)
4027702,11,0.5347593582887701,17,Robbery (outdoor)
4027800,26,0.9153846153846154,5,Robbery (outdoor)
4027900,20,0.5833333333333334,30,Robbery (outdoor)
4028000,19,0.9473684210526315,2,Robbery (outdoor)
4028100,19,0.34295415959252973,31,Robbery (outdoor)
4028200,24,0.8583333333333333,5,Robbery (outdoor)
4028300,17,0.492845786963434,37,Robbery (outdoor)
4028400,77,0.9313543599257885,7,Robbery (outdoor)
4028500,19,0.7912885662431942,29,Robbery (outdoor)
4028700,25,0.6188235294117647,34,Robbery (outdoor)
4028801,44,0.8491735537190083,11,Robbery (outdoor)
4028802,39,0.9743589743589743,3,Robbery (outdoor)
4028803,24,0.8194444444444444,6,Robbery (outdoor)
4028900,24,0.5933908045977011,29,Robbery (outdoor)
4029100,51,0.7341176470588235,25,Robbery (outdoor)
4029300,31,0.8530465949820788,9,Robbery (outdoor)
4029400,164,0.8710801393728222,28,Robbery (outdoor)
4029500,28,0.7896825396825397,9,Robbery (outdoor)
4029700,72,0.9194444444444444,10,Robbery (outdoor)
4030600,227,0.9208567522406198,29,Robbery (outdoor)
4030903,40,0.7302631578947368,19,Robbery (outdoor)
4030904,53,0.8716981132075472,10,Robbery (outdoor)
4030905,28,0.8928571428571429,6,Robbery (outdoor)
4030906,30,0.8866666666666667,5,Robbery (outdoor)
4031700,108,0.9197530864197531,12,Robbery (outdoor)
4032000,182,0.9483516483516483,20,Robbery (outdoor)
4032700,18,0.7222222222222222,8,Robbery (outdoor)
4032800,62,0.9354838709677419,4,Robbery (outdoor)
4032900,56,0.8184523809523809,12,Robbery (outdoor)
4033000,134,0.894589552238806,16,Robbery (outdoor)
4033401,80,0.9339285714285714,7,Robbery (outdoor)
4033403,12,0.6547619047619048,7,Robbery (outdoor)
4033404,8,0.875,1,Robbery (outdoor)
4033405,39,0.9230769230769231,3,Robbery (outdoor)
4033700,18,0.7592592592592593,6,Robbery (outdoor)
4033900,17,0.6470588235294118,6,Robbery (outdoor)
4034700,38,0.8450292397660819,9,Robbery (outdoor)
