BoroCT2020,n_blocks,gini_blocks,n_incidents,crime_type
4052100,25,0.7876923076923077,13,Burglary
4052200,23,0.9565217391304348,1,Burglary
4052400,29,0.9655172413793104,1,Burglary
4052500,43,0.9209302325581395,5,Burglary
4052600,24,0.9583333333333334,1,Burglary
4052800,37,0.9459459459459459,2,Burglary
4053000,28,0.8214285714285714,5,Burglary
4053100,99,0.875,16,Burglary
4053200,28,0.9285714285714286,2,Burglary
4053401,49,0.9387755102040817,3,Burglary
4053501,33,0.8619528619528619,9,Burglary
4053502,8,0.4791666666666667,12,Burglary
4053601,37,0.831081081081081,8,Burglary
4053800,26,0.9615384615384616,1,Burglary
4053901,64,0.860176282051282,39,Burglary
4053902,3,NA,0,Burglary
4054000,78,0.8076923076923077,26,Burglary
4054200,107,0.8453421766656617,31,Burglary
4054500,22,0.6909090909090909,10,Burglary
4054700,21,0.673992673992674,13,Burglary
4054800,26,0.7781065088757396,13,Burglary
4054900,34,0.7218487394957983,35,Burglary
4055100,34,0.6350762527233116,27,Burglary
4055200,57,0.7976608187134503,15,Burglary
4055300,21,0.5760743321718932,41,Burglary
4055400,31,0.8294930875576036,7,Burglary
4055500,20,0.6,16,Burglary
4055600,23,0.8063241106719368,11,Burglary
4055700,40,0.6974137931034483,29,Burglary
4055800,30,0.8866666666666667,5,Burglary
4055900,22,0.7818181818181819,20,Burglary
4056000,56,0.875,7,Burglary
4056200,24,0.9166666666666666,6,Burglary
4056400,32,0.90625,9,Burglary
4056500,22,0.9090909090909091,2,Burglary
4056600,38,0.8609022556390977,7,Burglary
4056700,59,0.847457627118644,9,Burglary
4056800,137,0.8396372483963724,33,Burglary
4057700,40,0.8458333333333333,12,Burglary
4057900,14,0.6904761904761905,6,Burglary
4058000,86,0.9011627906976745,12,Burglary
4058100,32,0.8705357142857143,7,Burglary
4058200,89,0.8651685393258427,12,Burglary
4058300,27,0.7407407407407407,14,Burglary
4058500,48,0.7875,15,Burglary
4058700,15,0.5511111111111111,15,Burglary
4058900,42,0.7946428571428571,16,Burglary
4059000,27,0.8148148148148148,5,Burglary
4059100,31,0.7060931899641577,18,Burglary
4059200,24,0.9583333333333334,2,Burglary
4059300,41,0.8705440900562852,13,Burglary
4059400,35,0.8857142857142857,4,Burglary
4059501,34,0.7941176470588235,14,Burglary
4059502,37,0.8304668304668305,11,Burglary
4059600,23,0.927536231884058,3,Burglary
4059800,30,0.8666666666666667,4,Burglary
4059900,28,0.7642857142857142,10,Burglary
4060000,21,NA,0,Burglary
4060100,24,0.8472222222222222,9,Burglary
4060300,32,0.8323863636363636,11,Burglary
4060600,30,0.8066666666666666,10,Burglary
4060800,30,0.8333333333333334,5,Burglary
4061000,36,0.9166666666666666,3,Burglary
4061200,38,NA,0,Burglary
4061301,54,0.8703703703703703,12,Burglary
4061400,38,0.9473684210526315,2,Burglary
4061601,54,0.9259259259259259,4,Burglary
4061602,79,0.9050632911392406,12,Burglary
4061800,29,0.896551724137931,3,Burglary
4061900,50,0.8888888888888888,18,Burglary
4062000,29,0.8275862068965517,5,Burglary
4062100,47,0.8404255319148937,12,Burglary
4062200,63,NA,0,Burglary
4062300,26,0.9230769230769231,2,Burglary
4062500,26,0.7923076923076923,10,Burglary
4062600,67,0.9701492537313433,6,Burglary
4062700,24,0.775,10,Burglary
4062900,44,0.8272727272727273,20,Burglary
4063000,27,0.7777777777777778,6,Burglary
4063200,35,0.8489795918367347,7,Burglary
4063301,19,0.8947368421052632,2,Burglary
4063302,21,0.8095238095238095,4,Burglary
4063500,33,0.8787878787878788,4,Burglary
4063700,73,0.8882480173035328,19,Burglary
4063800,133,0.9277038750722961,13,Burglary
4063900,36,0.7587719298245614,19,Burglary
4064101,3,0.6666666666666666,3,Burglary
4064500,58,0.8011494252873563,15,Burglary
4064600,48,0.9479166666666666,4,Burglary
4065000,45,0.9037037037037037,6,Burglary
4065401,79,0.8645569620253165,20,Burglary
4065402,5,NA,0,Burglary
4065600,96,0.8963815789473685,19,Burglary
4065702,19,0.8947368421052632,2,Burglary
4065703,38,0.8859649122807017,6,Burglary
4065900,41,0.9024390243902439,4,Burglary
4066000,69,0.9399585921325052,7,Burglary
4066100,24,0.9583333333333334,1,Burglary
4066301,49,0.7779111644657863,17,Burglary
4066302,13,0.9230769230769231,2,Burglary
4066401,61,0.9034608378870674,9,Burglary
4066402,62,0.9331797235023042,7,Burglary
4066403,57,0.9298245614035088,4,Burglary
4066404,5,NA,0,Burglary
4066501,52,0.9038461538461539,8,Burglary
4066701,43,0.872093023255814,12,Burglary
4066900,26,0.8333333333333334,6,Burglary
4067100,39,0.8603988603988604,18,Burglary
4067700,43,0.8744186046511628,10,Burglary
4067900,36,0.8214285714285714,14,Burglary
4068000,128,0.9177389705882353,17,Burglary
4068200,48,0.8697916666666666,8,Burglary
4068300,37,0.8458458458458459,54,Burglary
4068700,38,0.7510121457489879,26,Burglary
4069000,49,0.8126159554730983,11,Burglary
4069300,16,0.5987903225806451,31,Burglary
4069400,79,0.8987341772151899,8,Burglary
4069500,34,0.7289915966386554,28,Burglary
4069701,16,0.6875,9,Burglary
4069702,58,0.764367816091954,30,Burglary
4070300,33,0.7717171717171717,15,Burglary
4070700,32,0.6741071428571429,14,Burglary
4070900,50,0.7966666666666666,12,Burglary
4071100,51,0.8700072621641249,27,Burglary
4071303,20,0.7785714285714286,14,Burglary
4071304,25,0.8290909090909091,11,Burglary
4071305,13,0.7008547008547008,9,Burglary
4071306,24,0.8065476190476191,28,Burglary
4071701,29,0.6827586206896552,20,Burglary
4071702,29,0.79491833030853,19,Burglary
4071900,19,0.8210526315789474,5,Burglary
4072100,27,0.6625514403292181,18,Burglary
4072300,69,0.7756521739130435,25,Burglary
4072900,27,0.8042328042328042,7,Burglary
4073100,32,0.703125,16,Burglary
4073700,57,0.8793859649122807,16,Burglary
4073900,42,0.9047619047619048,4,Burglary
4074100,22,0.8636363636363636,3,Burglary
4074300,24,0.6547619047619048,14,Burglary
4074500,35,0.8928571428571429,8,Burglary
4074700,36,0.6796296296296296,15,Burglary
4074900,87,0.9310344827586207,6,Burglary
4075701,34,0.8502673796791443,22,Burglary
4075702,47,0.7434292866082604,17,Burglary
4076901,17,0.6764705882352942,20,Burglary
4076902,23,0.8695652173913043,17,Burglary
4077300,41,0.8780487804878049,8,Burglary
4077500,37,0.8957528957528957,7,Burglary
4077902,70,0.8292517006802721,21,Burglary
4077903,42,0.9523809523809523,2,Burglary
4077904,58,0.8218390804597702,42,Burglary
4077905,36,0.9305555555555556,4,Burglary
4077906,42,0.8707482993197279,14,Burglary
4077907,37,0.8408408408408409,9,Burglary
4077908,26,0.9102564102564102,12,Burglary
4078800,33,0.7878787878787878,7,Burglary
4079000,52,0.8878205128205128,12,Burglary
4079200,61,0.8360655737704918,10,Burglary
4079701,11,0.5537190082644629,22,Burglary
4079702,30,0.7333333333333333,46,Burglary
4079900,51,0.6599053414469236,29,Burglary
4080301,58,0.7396109637488948,39,Burglary
4080302,86,0.7900136798905609,34,Burglary
4080900,66,0.8438735177865613,23,Burglary
4081400,63,0.7052154195011338,28,Burglary
4081800,55,0.7834710743801653,22,Burglary
4083700,93,0.7727272727272727,44,Burglary
4083800,68,0.858359133126935,19,Burglary
4084000,78,0.7884615384615384,36,Burglary
4084500,25,0.6357894736842106,19,Burglary
4084601,54,0.8842592592592593,8,Burglary
4084602,110,0.9343434343434344,9,Burglary
4084901,30,0.712,50,Burglary
4084902,8,0.42803030303030304,33,Burglary
4085300,19,0.6657183499288762,37,Burglary
4085500,12,0.6225490196078431,17,Burglary
4085700,11,0.3884297520661157,22,Burglary
4085900,23,0.7701863354037267,21,Burglary
4086100,28,0.8180272108843537,21,Burglary
4086300,11,0.6520376175548589,29,Burglary
4086400,64,0.8871527777777778,9,Burglary
4086500,10,0.5833333333333334,12,Burglary
4086900,121,0.8173755291271921,82,Burglary
4087100,64,0.7314369658119658,117,Burglary
4088400,234,0.9326923076923077,24,Burglary
4088902,44,0.7004132231404959,44,Burglary
4088903,48,0.8238636363636364,22,Burglary
4089201,224,0.9194302721088435,42,Burglary
4090700,100,0.8253333333333334,30,Burglary
4091603,178,0.9831460674157303,3,Burglary
4091900,65,0.7023411371237458,23,Burglary
4092200,78,0.967948717948718,4,Burglary
4092500,58,0.7027168234064786,33,Burglary
4092800,71,0.9436619718309859,4,Burglary
4092900,132,0.8026577247888723,61,Burglary
4093401,54,0.9074074074074074,5,Burglary
4093402,48,0.8935185185185185,18,Burglary
4093800,61,0.8299939283545841,54,Burglary
4093900,97,0.8240771533089458,31,Burglary
4094201,47,0.8062709966405375,19,Burglary
4094202,117,0.8911185432924563,23,Burglary
4094203,45,0.8404040404040404,33,Burglary
4094500,173,0.8257892396620721,65,Burglary
4094700,50,0.8163636363636364,11,Burglary
4095400,126,0.9004329004329005,22,Burglary
4096400,114,0.9441366574330563,19,Burglary
4097202,20,0.9285714285714286,14,Burglary
4097204,59,0.9001883239171374,9,Burglary
4097205,22,0.8068181818181818,8,Burglary
4097206,28,0.8253968253968254,18,Burglary
4097300,80,0.8683823529411765,17,Burglary
4098100,78,0.8273001508295625,17,Burglary
4098700,84,0.8509852216748769,29,Burglary
4099100,150,0.8662222222222222,30,Burglary
4099200,94,0.8880445795339412,21,Burglary
4099701,68,0.805672268907563,28,Burglary
4099703,44,0.8574380165289256,11,Burglary
4099704,30,0.725,32,Burglary
4099705,62,0.9516129032258065,3,Burglary
4099801,102,0.9066047471620227,19,Burglary
4099802,35,0.7702857142857142,25,Burglary
4100801,73,0.9406392694063926,6,Burglary
4100803,71,0.851698425849213,17,Burglary
4100804,87,0.8640973630831643,17,Burglary
4101002,71,0.9274106175514626,13,Burglary
4101003,51,0.8109243697478992,28,Burglary
4101004,84,0.8940476190476191,20,Burglary
4101700,136,0.8311824729891957,49,Burglary
4102900,93,0.9161290322580645,15,Burglary
4103201,50,0.7242105263157895,38,Burglary
4103202,124,0.8754917387883556,41,Burglary
4103300,93,0.8195418419822347,46,Burglary
4103900,131,0.8,50,Burglary
4104700,128,0.7726004464285714,56,Burglary
4105900,90,0.6974910394265234,62,Burglary
4107201,93,0.9325513196480938,11,Burglary
4108500,72,0.7927777777777778,25,Burglary
4109300,103,0.6846458108594031,54,Burglary
4109700,84,0.8079710144927537,23,Burglary
4109900,58,0.7605363984674329,27,Burglary
4111300,93,0.7971326164874551,30,Burglary
4112300,44,0.8898601398601399,13,Burglary
4112900,78,0.8311965811965812,24,Burglary
4113300,55,0.8420454545454545,32,Burglary
4113900,71,0.7847082494969819,28,Burglary
4114100,67,0.7389879868947943,41,Burglary
4114700,37,0.566066066066066,36,Burglary
4115100,34,0.6947261663286004,29,Burglary
4115500,29,0.6765188834154351,21,Burglary
4115700,60,0.7798850574712644,29,Burglary
4115900,40,0.6788461538461539,26,Burglary
4116100,18,0.5683760683760684,39,Burglary
4116301,11,0.5244755244755245,26,Burglary
4116302,9,0.7301587301587301,14,Burglary
4116700,38,0.757085020242915,26,Burglary
4117100,73,0.730196545562835,46,Burglary
4117500,87,0.7492376260849167,49,Burglary
4118100,23,0.6376811594202898,15,Burglary
4118500,28,0.7008928571428571,16,Burglary
4118700,26,0.7923076923076923,10,Burglary
4118900,31,0.8100358422939068,9,Burglary
4119100,21,0.7365079365079366,15,Burglary
4119300,24,0.75,16,Burglary
4119500,17,0.4627450980392157,15,Burglary
4119900,22,0.6318181818181818,20,Burglary
4120100,29,0.7836990595611285,11,Burglary
4120300,39,0.8068376068376069,15,Burglary
4120500,23,0.6708074534161491,14,Burglary
4120701,60,0.7322222222222222,30,Burglary
4120702,14,0.7857142857142857,3,Burglary
4121500,75,0.7379591836734694,49,Burglary
4122300,75,0.710204081632653,49,Burglary
4122702,41,0.8031358885017421,28,Burglary
4122703,40,0.83125,16,Burglary
4122704,21,0.6428571428571429,12,Burglary
4124100,80,0.7191326530612245,49,Burglary
4124700,79,0.7365322343244038,43,Burglary
4125700,56,0.7168367346938775,21,Burglary
4126500,21,0.6428571428571429,12,Burglary
4126700,68,0.8264705882352941,25,Burglary
4127700,132,0.7513774104683195,55,Burglary
4129102,116,0.782878909382518,43,Burglary
4129103,36,0.8026315789473685,19,Burglary
4129104,73,0.7590652699435939,34,Burglary
4130100,79,0.8328240942819729,29,Burglary
4133300,69,0.719013627514601,67,Burglary
4133900,25,0.7644444444444445,36,Burglary
4134100,86,0.7364341085271318,66,Burglary
4134701,50,0.8355555555555556,36,Burglary
4134702,75,0.8333333333333334,20,Burglary
4136700,89,0.7421803826298208,74,Burglary
4137700,78,0.7376068376068377,75,Burglary
4138501,126,0.8057985098801426,49,Burglary
4139900,60,0.7373873873873874,37,Burglary
4140300,55,0.7108225108225108,42,Burglary
4140901,33,0.759170653907496,19,Burglary
4140902,95,0.8227596017069702,37,Burglary
4141700,161,0.8144220572640509,82,Burglary
4142900,96,0.7608333333333334,50,Burglary
4143500,54,0.7615039281705949,33,Burglary
4144100,57,0.7228070175438597,30,Burglary
4144700,72,0.7753267973856209,34,Burglary
4145101,36,0.8416666666666667,20,Burglary
4145102,73,0.7298630136986302,25,Burglary
4145900,67,0.7750533049040512,28,Burglary
4146300,54,0.7505446623093682,17,Burglary
4146700,55,0.8126482213438735,23,Burglary
4147100,64,0.7826704545454546,22,Burglary
4147900,118,0.867231638418079,21,Burglary
4148300,209,0.9195302305350153,22,Burglary
4150701,146,0.7759937121041994,61,Burglary
4150702,146,0.8583273251622207,38,Burglary
4152901,105,0.8637110016420362,29,Burglary
4152902,118,0.7677966101694915,55,Burglary
4155101,9,NA,0,Burglary
4155103,56,0.871031746031746,9,Burglary
4155104,70,0.9021978021978022,13,Burglary
4156700,52,NA,0,Burglary
4157101,168,0.8119256474519633,57,Burglary
4157102,47,0.8206686930091185,21,Burglary
4157901,120,0.8295454545454546,33,Burglary
4157902,104,0.7825984990619137,41,Burglary
4157903,107,0.8757009345794392,20,Burglary
4161700,114,0.8062865497076024,24,Burglary
4162100,118,0.8688135593220339,25,Burglary
5000300,55,0.922943722943723,21,Burglary
5000600,87,0.9720853858784894,14,Burglary
5000700,44,0.7528409090909091,16,Burglary
5000800,164,0.9279053084648493,17,Burglary
5000900,41,0.8180112570356473,13,Burglary
5001100,57,0.8476454293628809,19,Burglary
5001700,41,0.8715447154471545,15,Burglary
5002001,107,0.9325025960539979,9,Burglary
5002002,156,0.9599358974358975,8,Burglary
5002100,156,0.8782051282051282,55,Burglary
5002700,44,0.8863636363636364,12,Burglary
5002900,87,0.8770463253221874,33,Burglary
5003300,115,0.9487922705314009,9,Burglary
5003600,76,0.9057017543859649,12,Burglary
5003900,46,0.8850931677018633,7,Burglary
5004001,79,0.9282700421940928,9,Burglary
5004002,64,NA,0,Burglary
5004003,28,0.8778195488721805,19,Burglary
5004004,80,0.940625,8,Burglary
5004700,90,0.9555555555555556,4,Burglary
5005000,139,0.9280575539568345,10,Burglary
5005901,100,0.9611111111111111,9,Burglary
5005902,7,0.7142857142857143,2,Burglary
5006400,88,0.8836580086580087,21,Burglary
5006700,120,0.9773809523809524,7,Burglary
5007001,68,0.8504901960784313,12,Burglary
5007002,164,0.8866869918699187,24,Burglary
5007400,87,0.9310344827586207,6,Burglary
5007500,62,0.8200992555831266,13,Burglary
5007700,46,0.8429951690821256,9,Burglary
5008100,100,0.9222222222222223,18,Burglary
5009601,139,0.9518539014941892,13,Burglary
5009602,100,0.9245454545454546,11,Burglary
5009701,105,0.9809523809523809,2,Burglary
5010500,99,0.8741965105601469,22,Burglary
5011201,169,0.9514792899408284,10,Burglary
5011203,184,0.9168060200668896,26,Burglary
5011401,77,0.8899521531100478,19,Burglary
5011402,85,0.9490196078431372,6,Burglary
5012100,133,0.9430719656283566,14,Burglary
5012200,129,0.9065207478340174,17,Burglary
5012500,64,0.909375,10,Burglary
5012804,91,0.9419152276295133,7,Burglary
5012805,95,0.9894736842105263,1,Burglary
5012806,132,0.9414600550964187,11,Burglary
5013201,78,0.9564102564102565,5,Burglary
5013203,154,0.9545454545454546,7,Burglary
5013204,183,0.9781420765027322,10,Burglary
5013301,7,0.6428571428571429,4,Burglary
5013302,93,0.8480598410472183,23,Burglary
5013400,157,0.9393994540491356,35,Burglary
5013800,249,0.9698795180722891,12,Burglary
5014100,45,0.8987654320987655,9,Burglary
5014604,182,0.9784446322907862,13,Burglary
5014605,132,0.9848484848484849,2,Burglary
5014606,155,0.967741935483871,5,Burglary
5014607,89,0.9438202247191011,8,Burglary
5014608,76,0.9815789473684211,5,Burglary
5014700,124,0.967741935483871,4,Burglary
5015100,154,0.9375624375624375,13,Burglary
5015601,207,0.9879227053140096,4,Burglary
5015602,126,0.9761904761904762,3,Burglary
5015603,123,0.959349593495935,5,Burglary
5016901,150,0.9453333333333334,10,Burglary
5017005,202,0.969059405940594,8,Burglary
5017007,114,0.9649122807017544,4,Burglary
5017009,154,0.9675324675324676,8,Burglary
5017011,102,0.9705882352941176,3,Burglary
5017012,137,0.9781021897810219,3,Burglary
5017013,81,0.9753086419753086,2,Burglary
5017014,77,0.9558441558441558,5,Burglary
5017015,75,0.9733333333333334,2,Burglary
5017016,90,0.9666666666666667,3,Burglary
5017300,58,0.9334975369458128,7,Burglary
5017600,312,0.9768518518518519,18,Burglary
5017701,304,0.937938596491228,30,Burglary
5017702,101,0.9207920792079208,8,Burglary
5018100,243,0.9459533607681756,15,Burglary
5018701,55,0.8863636363636364,8,Burglary
5018703,82,0.926829268292683,6,Burglary
5018704,84,0.9298941798941799,9,Burglary
5018901,203,0.9359605911330049,13,Burglary
5018902,120,0.9402777777777778,12,Burglary
5019700,92,0.9782608695652174,2,Burglary
5019800,378,0.955026455026455,17,Burglary
5020100,137,0.9570154095701541,9,Burglary
5020701,74,0.8891891891891892,10,Burglary
5020702,82,0.8517329910141207,19,Burglary
5020803,233,0.952129415648729,13,Burglary
5020804,161,0.9634230503795721,9,Burglary
5020805,178,0.9703049759229535,7,Burglary
5020806,110,0.951948051948052,7,Burglary
5021300,115,0.8685421994884911,17,Burglary
5022300,78,0.9415954415954416,9,Burglary
5022601,236,0.9652542372881356,10,Burglary
5022602,192,0.9442401960784313,34,Burglary
5023100,86,0.9209302325581395,10,Burglary
5023900,79,0.9493670886075949,4,Burglary
5024401,210,0.9619047619047619,8,Burglary
5024402,165,0.9848484848484849,4,Burglary
5024700,77,0.9581529581529582,9,Burglary
5024800,164,0.9373614190687362,22,Burglary
5025100,192,0.9166666666666666,16,Burglary
5027301,209,0.9792663476874003,6,Burglary
5027302,96,0.94375,10,Burglary
5027702,179,0.9736632083000798,35,Burglary
5027704,71,0.9119718309859155,8,Burglary
5027705,75,0.88,9,Burglary
5027706,56,0.8988095238095238,9,Burglary
5027900,142,0.9823943661971831,4,Burglary
5029102,264,0.9563131313131313,15,Burglary
5029104,152,0.9019736842105263,20,Burglary
5029105,117,0.9230769230769231,14,Burglary
5029106,47,0.851063829787234,7,Burglary
5030301,122,0.9557377049180328,10,Burglary
5030302,119,0.9327731092436975,16,Burglary
5031901,47,0.8553191489361702,10,Burglary
5031902,66,0.8541666666666666,16,Burglary
5032300,97,0.9415807560137457,18,Burglary
1000201,16,0.5570652173913043,69,Grand larceny
1000202,43,0.785084202085004,116,Grand larceny
1000600,37,0.6165084002921841,222,Grand larceny
1000700,70,0.6876050420168067,408,Grand larceny
1000800,81,0.8202876415934836,194,Grand larceny
1000900,62,0.7244203629032258,256,Grand larceny
1001001,24,0.8076241134751773,47,Grand larceny
1001002,20,0.725268817204301,93,Grand larceny
1001200,32,0.7424242424242424,66,Grand larceny
1001300,67,0.7970883835854286,447,Grand larceny
1001401,12,0.578125,96,Grand larceny
1001402,25,0.5689270386266094,233,Grand larceny
1001501,75,0.7892449355432781,181,Grand larceny
1001502,57,0.6813783337266934,446,Grand larceny
1001600,48,0.5438112745098039,408,Grand larceny
1001800,45,0.5044980637473935,746,Grand larceny
1002000,14,0.5599078341013825,62,Grand larceny
1002100,50,0.5712888888888888,450,Grand larceny
1002201,16,0.5641025641025641,78,Grand larceny
1002202,9,0.36175710594315247,86,Grand larceny
1002400,15,0.6028985507246377,69,Grand larceny
1002500,24,0.7886904761904762,56,Grand larceny
1002601,12,0.28921568627450983,102,Grand larceny
1002602,14,0.30306122448979594,140,Grand larceny
1002700,17,0.6300653594771242,45,Grand larceny
1002800,21,0.5345238095238095,160,Grand larceny
1002901,28,0.8421052631578947,76,Grand larceny
1002902,29,0.5047432615569944,229,Grand larceny
1003001,23,0.6108659480575852,601,Grand larceny
1003002,12,0.5137889688249401,278,Grand larceny
1003100,56,0.7535996612083569,253,Grand larceny
1003200,24,0.3948005698005698,585,Grand larceny
1003300,97,0.6248124860361942,323,Grand larceny
1003400,17,0.5047329276538202,348,Grand larceny
1003601,13,0.5904598195100988,179,Grand larceny
1003602,18,0.4801587301587302,224,Grand larceny
1003700,75,0.6455505279034691,221,Grand larceny
1003800,30,0.5153717627401838,399,Grand larceny
1003900,79,0.657096386394173,179,Grand larceny
1004001,10,0.3,170,Grand larceny
1004002,14,0.47474348855564324,181,Grand larceny
1004100,48,0.49644077448747154,439,Grand larceny
1004200,18,0.571563088512241,236,Grand larceny
1004300,31,0.6301252999200213,605,Grand larceny
1004400,24,0.6128691983122363,158,Grand larceny
1004500,21,0.4963028689736764,161,Grand larceny
1004700,40,0.5706382978723404,470,Grand larceny
1004800,28,0.5165178571428571,160,Grand larceny
1004900,30,0.6108784176847004,1146,Grand larceny
1005000,31,0.4940577249575552,152,Grand larceny
1005200,34,0.6406287211240772,988,Grand larceny
1005400,15,0.46949952785646837,353,Grand larceny
1005501,17,0.46881466154300916,199,Grand larceny
1005502,34,0.5294923448831588,365,Grand larceny
1005600,24,0.5607429718875502,249,Grand larceny
1005700,20,0.6366666666666667,195,Grand larceny
1005800,29,0.5587941039151604,517,Grand larceny
1005900,27,0.43421516754850087,210,Grand larceny
1006000,11,0.7568710359408034,43,Grand larceny
1006100,23,0.545609548167093,459,Grand larceny
1006200,36,0.7732974910394266,124,Grand larceny
1006300,19,0.5644147682639434,536,Grand larceny
1006400,22,0.4808040565012677,251,Grand larceny
1006500,38,0.6200766817706518,906,Grand larceny
1006600,21,0.5349354695149088,214,Grand larceny
1006700,56,0.5784556878306878,432,Grand larceny
1006800,34,0.5238704177323104,345,Grand larceny
1006900,37,0.7469617268274986,149,Grand larceny
1007001,10,0.45114503816793894,131,Grand larceny
1007002,12,0.4551282051282051,143,Grand larceny
1007100,39,0.5713200379867046,405,Grand larceny
1007200,29,0.5279310344827586,400,Grand larceny
1007300,50,0.5707638888888888,576,Grand larceny
1007400,28,0.3516400517911092,331,Grand larceny
1007500,34,0.4894957983193277,140,Grand larceny
1007600,28,0.6378641394224653,1123,Grand larceny
1007700,47,0.6291793313069909,336,Grand larceny
1007800,38,0.7195812110922467,186,Grand larceny
1007900,60,0.7082701062215478,659,Grand larceny
1008000,33,0.6471039509014193,474,Grand larceny
1008100,15,0.27575757575757576,220,Grand larceny
1008200,34,0.5223236108847972,361,Grand larceny
1008300,22,0.5514579759862779,318,Grand larceny
1008400,13,0.49665049665049665,666,Grand larceny
1008601,30,0.8695652173913043,46,Grand larceny
1008603,19,0.5785194694052204,123,Grand larceny
1008700,16,0.38723776223776224,286,Grand larceny
1008800,31,0.5720678724594443,173,Grand larceny
1008900,15,0.3360730593607306,146,Grand larceny
1009000,23,0.443958925060083,199,Grand larceny
1009100,17,0.3916750975574505,407,Grand larceny
1009200,35,0.6080645161290322,248,Grand larceny
1009300,18,0.4866666666666667,175,Grand larceny
1009400,28,0.6408928571428572,400,Grand larceny
1009500,15,0.3420952380952381,350,Grand larceny
1009600,19,0.5205741626794258,880,Grand larceny
1009700,17,0.579185520361991,156,Grand larceny
1009800,19,0.3427686864219372,238,Grand larceny
1009901,36,0.6806540583136328,141,Grand larceny
1009902,20,0.7338150289017341,173,Grand larceny
1009903,50,0.768235294117647,204,Grand larceny
1010000,29,0.5396825396825397,252,Grand larceny
1010100,15,0.7559958720330238,1615,Grand larceny
1010200,28,0.8340786067309955,1214,Grand larceny
1010300,28,0.7532518501906257,637,Grand larceny
1010400,19,0.4885662431941924,435,Grand larceny
1010601,19,0.7374762206721623,166,Grand larceny
1010602,30,0.7059071729957805,79,Grand larceny
1010801,9,0.2909090909090909,110,Grand larceny
1010802,13,0.4677544677544678,99,Grand larceny
1010803,5,0.2681818181818182,88,Grand larceny
1010900,25,0.4769185185185185,675,Grand larceny
1011000,27,0.7828933906281973,543,Grand larceny
1011100,38,0.8085243784307394,326,Grand larceny
1011201,6,0.4741100323624595,103,Grand larceny
1011202,12,0.6546589817483189,694,Grand larceny
1011203,13,0.5494505494505495,217,Grand larceny
1011300,22,0.42501600512163895,1136,Grand larceny
1011401,13,0.48704663212435234,193,Grand larceny
1011402,16,0.4411764705882353,204,Grand larceny
1011500,49,0.8130348913759052,434,Grand larceny
1011600,16,0.5725446428571429,112,Grand larceny
1011700,46,0.9595366550301492,137,Grand larceny
1011800,26,0.5969551282051282,480,Grand larceny
1011900,22,0.5273233260246247,1078,Grand larceny
1012000,29,0.4272355347749854,236,Grand larceny
1012101,8,0.2655109489051095,274,Grand larceny
1012102,6,0.4889807162534435,121,Grand larceny
1012200,27,0.5372884196413609,221,Grand larceny
1012400,20,0.4804093567251462,171,Grand larceny
1012500,21,0.3820939334637965,584,Grand larceny
1012601,12,0.4050632911392405,158,Grand larceny
1012602,10,0.317741935483871,124,Grand larceny
1012700,18,0.31731601731601733,385,Grand larceny
1012800,30,0.4404320987654321,216,Grand larceny
1012901,21,0.5673076923076923,208,Grand larceny
1012902,20,0.5303921568627451,102,Grand larceny
1013000,29,0.5735774088264509,243,Grand larceny
1013100,28,0.4666034555415086,339,Grand larceny
1013201,7,0.34382566585956414,59,Grand larceny
1013202,13,0.6153846153846154,71,Grand larceny
1013203,4,0.2980769230769231,52,Grand larceny
1013300,16,0.49948060941828254,361,Grand larceny
1013400,22,0.3449376710246275,299,Grand larceny
1013501,13,0.5604395604395604,84,Grand larceny
1013502,24,0.6730535279805353,137,Grand larceny
1013601,10,0.6047619047619047,42,Grand larceny
1013602,4,0.0875,40,Grand larceny
1013603,6,0.3140350877192982,95,Grand larceny
1013604,9,0.4895833333333333,64,Grand larceny
1013700,33,0.679919765026148,846,Grand larceny
1013800,22,0.39358703312191684,258,Grand larceny
1013900,15,0.4711111111111111,240,Grand larceny
1014000,22,0.3262987012987013,168,Grand larceny
1014200,33,0.3828448418612353,183,Grand larceny
1014401,6,0.4866666666666667,50,Grand larceny
1014402,19,0.530921052631579,160,Grand larceny
1014500,26,0.7592592592592593,486,Grand larceny
1014601,11,0.4859154929577465,284,Grand larceny
1014602,11,0.5865612648221344,230,Grand larceny
1014700,7,0.37573385518590996,73,Grand larceny
1014801,6,0.6806853582554517,321,Grand larceny
1014802,19,0.42382271468144045,228,Grand larceny
1014900,21,0.4948901935203305,219,Grand larceny
1015001,11,0.2995670995670996,105,Grand larceny
1015002,22,0.48308668076109934,129,Grand larceny
1015101,13,0.4358974358974359,72,Grand larceny
1015102,31,0.6839803171131766,118,Grand larceny
1015200,24,0.5201612903225806,124,Grand larceny
1015301,9,0.4752475247524752,202,Grand larceny
1015302,15,0.7149425287356321,174,Grand larceny
1015401,8,0.4154040404040404,99,Grand larceny
1015402,6,0.32945736434108525,86,Grand larceny
1015403,6,0.30833333333333335,80,Grand larceny
1015501,2,0.29338842975206614,121,Grand larceny
1015502,13,0.5399129172714079,53,Grand larceny
1015601,7,0.5232358003442341,83,Grand larceny
1015602,10,0.4014925373134328,67,Grand larceny
1015700,22,0.5149303251493033,274,Grand larceny
1015801,16,0.29264018691588783,107,Grand larceny
1015802,8,0.41796875,64,Grand larceny
1015900,26,0.6623207301173403,354,Grand larceny
